START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1636816200000,1636816260000,UTC+0900,2021-11-14 00:10:00,2021-11-14 00:11:00,0.0,15.0,WEARABLE_ONLY,15.0,1
1636816380000,1636816440000,UTC+0900,2021-11-14 00:13:00,2021-11-14 00:14:00,0.0,26.0,WEARABLE_ONLY,26.0,1
1636817520000,1636817580000,UTC+0900,2021-11-14 00:32:00,2021-11-14 00:33:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636818240000,1636818360000,UTC+0900,2021-11-14 00:44:00,2021-11-14 00:46:00,0.0,23.0,WEARABLE_ONLY,23.0,2
1636848120000,1636848180000,UTC+0900,2021-11-14 09:02:00,2021-11-14 09:03:00,0.0,22.0,WEARABLE_ONLY,22.0,1
1636848420000,1636848480000,UTC+0900,2021-11-14 09:07:00,2021-11-14 09:08:00,24.0,0.0,PHONE_ONLY,24.0,1
1636851660000,1636851720000,UTC+0900,2021-11-14 10:01:00,2021-11-14 10:02:00,19.0,0.0,PHONE_ONLY,19.0,1
1636852080000,1636852140000,UTC+0900,2021-11-14 10:08:00,2021-11-14 10:09:00,26.0,0.0,PHONE_ONLY,26.0,1
1636852860000,1636852920000,UTC+0900,2021-11-14 10:21:00,2021-11-14 10:22:00,15.0,0.0,PHONE_ONLY,15.0,1
1636854180000,1636854240000,UTC+0900,2021-11-14 10:43:00,2021-11-14 10:44:00,49.0,0.0,PHONE_ONLY,49.0,1
1636854360000,1636854480000,UTC+0900,2021-11-14 10:46:00,2021-11-14 10:48:00,72.0,0.0,PHONE_ONLY,72.0,2
1636855380000,1636855440000,UTC+0900,2021-11-14 11:03:00,2021-11-14 11:04:00,40.0,0.0,PHONE_ONLY,40.0,1
1636856280000,1636856400000,UTC+0900,2021-11-14 11:18:00,2021-11-14 11:20:00,47.0,0.0,PHONE_ONLY,47.0,2
1636857000000,1636857120000,UTC+0900,2021-11-14 11:30:00,2021-11-14 11:32:00,0.0,27.0,WEARABLE_ONLY,27.0,2
1636857720000,1636857780000,UTC+0900,2021-11-14 11:42:00,2021-11-14 11:43:00,0.0,18.0,WEARABLE_ONLY,18.0,1
1636857840000,1636857900000,UTC+0900,2021-11-14 11:44:00,2021-11-14 11:45:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636857960000,1636858320000,UTC+0900,2021-11-14 11:46:00,2021-11-14 11:52:00,33.0,175.0,BOTH,104.0,6
1636858440000,1636858500000,UTC+0900,2021-11-14 11:54:00,2021-11-14 11:55:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1636860180000,1636860240000,UTC+0900,2021-11-14 12:23:00,2021-11-14 12:24:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636860300000,1636860360000,UTC+0900,2021-11-14 12:25:00,2021-11-14 12:26:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636862040000,1636862100000,UTC+0900,2021-11-14 12:54:00,2021-11-14 12:55:00,0.0,15.0,WEARABLE_ONLY,15.0,1
1636864020000,1636864080000,UTC+0900,2021-11-14 13:27:00,2021-11-14 13:28:00,10.0,0.0,PHONE_ONLY,10.0,1
1636864860000,1636864920000,UTC+0900,2021-11-14 13:41:00,2021-11-14 13:42:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1636865160000,1636865220000,UTC+0900,2021-11-14 13:46:00,2021-11-14 13:47:00,7.0,0.0,PHONE_ONLY,7.0,1
1636866060000,1636866240000,UTC+0900,2021-11-14 14:01:00,2021-11-14 14:04:00,0.0,37.0,WEARABLE_ONLY,37.0,3
1636866360000,1636866420000,UTC+0900,2021-11-14 14:06:00,2021-11-14 14:07:00,0.0,27.0,WEARABLE_ONLY,27.0,1
1636866540000,1636866780000,UTC+0900,2021-11-14 14:09:00,2021-11-14 14:13:00,222.0,98.0,BOTH,160.0,4
1636867260000,1636869240000,UTC+0900,2021-11-14 14:21:00,2021-11-14 14:54:00,2287.0,1882.0,BOTH,2084.5,33
1636869300000,1636869420000,UTC+0900,2021-11-14 14:55:00,2021-11-14 14:57:00,56.0,40.0,BOTH,48.0,2
1636869540000,1636869780000,UTC+0900,2021-11-14 14:59:00,2021-11-14 15:03:00,119.0,131.0,BOTH,125.0,4
1636870020000,1636872360000,UTC+0900,2021-11-14 15:07:00,2021-11-14 15:46:00,3194.0,2913.0,BOTH,3053.5,39
1636872480000,1636872540000,UTC+0900,2021-11-14 15:48:00,2021-11-14 15:49:00,0.0,53.0,WEARABLE_ONLY,53.0,1
1636872600000,1636872720000,UTC+0900,2021-11-14 15:50:00,2021-11-14 15:52:00,0.0,22.0,WEARABLE_ONLY,22.0,2
1636873020000,1636873140000,UTC+0900,2021-11-14 15:57:00,2021-11-14 15:59:00,16.0,0.0,PHONE_ONLY,16.0,2
1636873440000,1636873500000,UTC+0900,2021-11-14 16:04:00,2021-11-14 16:05:00,13.0,0.0,PHONE_ONLY,13.0,1
1636874460000,1636874520000,UTC+0900,2021-11-14 16:21:00,2021-11-14 16:22:00,13.0,32.0,BOTH,22.5,1
1636875900000,1636875960000,UTC+0900,2021-11-14 16:45:00,2021-11-14 16:46:00,7.0,0.0,PHONE_ONLY,7.0,1
1636876560000,1636876680000,UTC+0900,2021-11-14 16:56:00,2021-11-14 16:58:00,0.0,31.0,WEARABLE_ONLY,31.0,2
1636877220000,1636877340000,UTC+0900,2021-11-14 17:07:00,2021-11-14 17:09:00,0.0,18.0,WEARABLE_ONLY,18.0,2
1636878180000,1636878240000,UTC+0900,2021-11-14 17:23:00,2021-11-14 17:24:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1636878780000,1636878840000,UTC+0900,2021-11-14 17:33:00,2021-11-14 17:34:00,0.0,15.0,WEARABLE_ONLY,15.0,1
1636879440000,1636879500000,UTC+0900,2021-11-14 17:44:00,2021-11-14 17:45:00,0.0,13.0,WEARABLE_ONLY,13.0,1
