START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1635260940000,1635261180000,UTC+0900,2021-10-27 00:09:00,2021-10-27 00:13:00,0.0,57.0,WEARABLE_ONLY,57.0,4
1635262680000,1635262740000,UTC+0900,2021-10-27 00:38:00,2021-10-27 00:39:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1635264300000,1635264360000,UTC+0900,2021-10-27 01:05:00,2021-10-27 01:06:00,15.0,0.0,PHONE_ONLY,15.0,1
1635267600000,1635267660000,UTC+0900,2021-10-27 02:00:00,2021-10-27 02:01:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1635271980000,1635272040000,UTC+0900,2021-10-27 03:13:00,2021-10-27 03:14:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1635279180000,1635279240000,UTC+0900,2021-10-27 05:13:00,2021-10-27 05:14:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1635282480000,1635282540000,UTC+0900,2021-10-27 06:08:00,2021-10-27 06:09:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1635294900000,1635296280000,UTC+0900,2021-10-27 09:35:00,2021-10-27 09:58:00,2173.0,2245.0,BOTH,2209.0,23
1635299640000,1635299820000,UTC+0900,2021-10-27 10:54:00,2021-10-27 10:57:00,47.0,36.0,BOTH,41.5,3
1635299880000,1635300840000,UTC+0900,2021-10-27 10:58:00,2021-10-27 11:14:00,1273.0,1257.0,BOTH,1265.0,16
1635300960000,1635301020000,UTC+0900,2021-10-27 11:16:00,2021-10-27 11:17:00,15.0,0.0,PHONE_ONLY,15.0,1
1635301080000,1635301140000,UTC+0900,2021-10-27 11:18:00,2021-10-27 11:19:00,34.0,0.0,PHONE_ONLY,34.0,1
1635301260000,1635301440000,UTC+0900,2021-10-27 11:21:00,2021-10-27 11:24:00,57.0,77.0,BOTH,67.0,3
1635303360000,1635303420000,UTC+0900,2021-10-27 11:56:00,2021-10-27 11:57:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1635304920000,1635305280000,UTC+0900,2021-10-27 12:22:00,2021-10-27 12:28:00,0.0,151.0,WEARABLE_ONLY,151.0,6
1635307800000,1635307920000,UTC+0900,2021-10-27 13:10:00,2021-10-27 13:12:00,82.0,53.0,BOTH,67.5,2
1635307980000,1635308280000,UTC+0900,2021-10-27 13:13:00,2021-10-27 13:18:00,231.0,289.0,BOTH,260.0,5
1635308340000,1635308400000,UTC+0900,2021-10-27 13:19:00,2021-10-27 13:20:00,0.0,44.0,WEARABLE_ONLY,44.0,1
