START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1636584420000,1636584480000,UTC+0900,2021-11-11 07:47:00,2021-11-11 07:48:00,8.0,12.0,BOTH,10.0,1
1636584600000,1636584720000,UTC+0900,2021-11-11 07:50:00,2021-11-11 07:52:00,34.0,10.0,BOTH,22.0,2
1636585440000,1636585500000,UTC+0900,2021-11-11 08:04:00,2021-11-11 08:05:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636585680000,1636586040000,UTC+0900,2021-11-11 08:08:00,2021-11-11 08:14:00,120.0,52.0,BOTH,86.0,6
1636586580000,1636586640000,UTC+0900,2021-11-11 08:23:00,2021-11-11 08:24:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636587900000,1636588140000,UTC+0900,2021-11-11 08:45:00,2021-11-11 08:49:00,140.0,137.0,BOTH,138.5,4
1636588920000,1636589160000,UTC+0900,2021-11-11 09:02:00,2021-11-11 09:06:00,219.0,200.0,BOTH,209.5,4
1636589220000,1636589280000,UTC+0900,2021-11-11 09:07:00,2021-11-11 09:08:00,74.0,77.0,BOTH,75.5,1
1636589340000,1636589700000,UTC+0900,2021-11-11 09:09:00,2021-11-11 09:15:00,288.0,0.0,PHONE_ONLY,288.0,6
1636591320000,1636591380000,UTC+0900,2021-11-11 09:42:00,2021-11-11 09:43:00,20.0,0.0,PHONE_ONLY,20.0,1
1636591440000,1636591920000,UTC+0900,2021-11-11 09:44:00,2021-11-11 09:52:00,486.0,0.0,PHONE_ONLY,486.0,8
1636592220000,1636592520000,UTC+0900,2021-11-11 09:57:00,2021-11-11 10:02:00,83.0,0.0,PHONE_ONLY,83.0,5
1636592700000,1636592760000,UTC+0900,2021-11-11 10:05:00,2021-11-11 10:06:00,8.0,0.0,PHONE_ONLY,8.0,1
1636592820000,1636592880000,UTC+0900,2021-11-11 10:07:00,2021-11-11 10:08:00,34.0,0.0,PHONE_ONLY,34.0,1
1636596780000,1636596840000,UTC+0900,2021-11-11 11:13:00,2021-11-11 11:14:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1636597020000,1636597080000,UTC+0900,2021-11-11 11:17:00,2021-11-11 11:18:00,0.0,22.0,WEARABLE_ONLY,22.0,1
1636597260000,1636597320000,UTC+0900,2021-11-11 11:21:00,2021-11-11 11:22:00,22.0,0.0,PHONE_ONLY,22.0,1
1636597380000,1636597620000,UTC+0900,2021-11-11 11:23:00,2021-11-11 11:27:00,72.0,20.0,BOTH,46.0,4
1636597860000,1636597920000,UTC+0900,2021-11-11 11:31:00,2021-11-11 11:32:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1636598040000,1636598100000,UTC+0900,2021-11-11 11:34:00,2021-11-11 11:35:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636598700000,1636599000000,UTC+0900,2021-11-11 11:45:00,2021-11-11 11:50:00,59.0,75.0,BOTH,67.0,5
1636599120000,1636599480000,UTC+0900,2021-11-11 11:52:00,2021-11-11 11:58:00,202.0,178.0,BOTH,190.0,6
1636600200000,1636600380000,UTC+0900,2021-11-11 12:10:00,2021-11-11 12:13:00,121.0,112.0,BOTH,116.5,3
1636600440000,1636600500000,UTC+0900,2021-11-11 12:14:00,2021-11-11 12:15:00,15.0,14.0,BOTH,14.5,1
1636601580000,1636601640000,UTC+0900,2021-11-11 12:33:00,2021-11-11 12:34:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636601820000,1636602120000,UTC+0900,2021-11-11 12:37:00,2021-11-11 12:42:00,71.0,81.0,BOTH,76.0,5
1636602240000,1636602300000,UTC+0900,2021-11-11 12:44:00,2021-11-11 12:45:00,21.0,0.0,PHONE_ONLY,21.0,1
1636602840000,1636603020000,UTC+0900,2021-11-11 12:54:00,2021-11-11 12:57:00,81.0,25.0,BOTH,53.0,3
1636603080000,1636603260000,UTC+0900,2021-11-11 12:58:00,2021-11-11 13:01:00,0.0,101.0,WEARABLE_ONLY,101.0,3
1636603380000,1636603500000,UTC+0900,2021-11-11 13:03:00,2021-11-11 13:05:00,38.0,0.0,PHONE_ONLY,38.0,2
1636603800000,1636604040000,UTC+0900,2021-11-11 13:10:00,2021-11-11 13:14:00,58.0,52.0,BOTH,55.0,4
1636604220000,1636604340000,UTC+0900,2021-11-11 13:17:00,2021-11-11 13:19:00,29.0,0.0,PHONE_ONLY,29.0,2
1636604400000,1636604520000,UTC+0900,2021-11-11 13:20:00,2021-11-11 13:22:00,42.0,0.0,PHONE_ONLY,42.0,2
1636604580000,1636604640000,UTC+0900,2021-11-11 13:23:00,2021-11-11 13:24:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636605420000,1636605480000,UTC+0900,2021-11-11 13:37:00,2021-11-11 13:38:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636605660000,1636605720000,UTC+0900,2021-11-11 13:41:00,2021-11-11 13:42:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636605840000,1636605900000,UTC+0900,2021-11-11 13:44:00,2021-11-11 13:45:00,0.0,19.0,WEARABLE_ONLY,19.0,1
1636606440000,1636606500000,UTC+0900,2021-11-11 13:54:00,2021-11-11 13:55:00,0.0,31.0,WEARABLE_ONLY,31.0,1
1636607040000,1636607100000,UTC+0900,2021-11-11 14:04:00,2021-11-11 14:05:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1636607280000,1636607340000,UTC+0900,2021-11-11 14:08:00,2021-11-11 14:09:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1636607820000,1636607940000,UTC+0900,2021-11-11 14:17:00,2021-11-11 14:19:00,0.0,21.0,WEARABLE_ONLY,21.0,2
1636608660000,1636608840000,UTC+0900,2021-11-11 14:31:00,2021-11-11 14:34:00,0.0,102.0,WEARABLE_ONLY,102.0,3
1636609560000,1636609800000,UTC+0900,2021-11-11 14:46:00,2021-11-11 14:50:00,0.0,118.0,WEARABLE_ONLY,118.0,4
1636610220000,1636610280000,UTC+0900,2021-11-11 14:57:00,2021-11-11 14:58:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636610340000,1636610460000,UTC+0900,2021-11-11 14:59:00,2021-11-11 15:01:00,79.0,30.0,BOTH,54.5,2
1636610640000,1636610940000,UTC+0900,2021-11-11 15:04:00,2021-11-11 15:09:00,53.0,86.0,BOTH,69.5,5
1636611240000,1636611300000,UTC+0900,2021-11-11 15:14:00,2021-11-11 15:15:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636611360000,1636611480000,UTC+0900,2021-11-11 15:16:00,2021-11-11 15:18:00,0.0,38.0,WEARABLE_ONLY,38.0,2
1636611540000,1636611720000,UTC+0900,2021-11-11 15:19:00,2021-11-11 15:22:00,0.0,61.0,WEARABLE_ONLY,61.0,3
1636612260000,1636612320000,UTC+0900,2021-11-11 15:31:00,2021-11-11 15:32:00,7.0,0.0,PHONE_ONLY,7.0,1
1636613220000,1636613280000,UTC+0900,2021-11-11 15:47:00,2021-11-11 15:48:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636613880000,1636614000000,UTC+0900,2021-11-11 15:58:00,2021-11-11 16:00:00,0.0,81.0,WEARABLE_ONLY,81.0,2
1636614120000,1636614180000,UTC+0900,2021-11-11 16:02:00,2021-11-11 16:03:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636614300000,1636614420000,UTC+0900,2021-11-11 16:05:00,2021-11-11 16:07:00,0.0,23.0,WEARABLE_ONLY,23.0,2
1636614480000,1636614540000,UTC+0900,2021-11-11 16:08:00,2021-11-11 16:09:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636615020000,1636615080000,UTC+0900,2021-11-11 16:17:00,2021-11-11 16:18:00,11.0,0.0,PHONE_ONLY,11.0,1
1636617240000,1636617360000,UTC+0900,2021-11-11 16:54:00,2021-11-11 16:56:00,19.0,33.0,BOTH,26.0,2
1636620420000,1636620480000,UTC+0900,2021-11-11 17:47:00,2021-11-11 17:48:00,6.0,0.0,PHONE_ONLY,6.0,1
1636621440000,1636621500000,UTC+0900,2021-11-11 18:04:00,2021-11-11 18:05:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1636621680000,1636621740000,UTC+0900,2021-11-11 18:08:00,2021-11-11 18:09:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1636622880000,1636623120000,UTC+0900,2021-11-11 18:28:00,2021-11-11 18:32:00,134.0,121.0,BOTH,127.5,4
1636623180000,1636623360000,UTC+0900,2021-11-11 18:33:00,2021-11-11 18:36:00,267.0,265.0,BOTH,266.0,3
1636623420000,1636623600000,UTC+0900,2021-11-11 18:37:00,2021-11-11 18:40:00,35.0,39.0,BOTH,37.0,3
1636623720000,1636624200000,UTC+0900,2021-11-11 18:42:00,2021-11-11 18:50:00,640.0,569.0,BOTH,604.5,8
1636624260000,1636624320000,UTC+0900,2021-11-11 18:51:00,2021-11-11 18:52:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636625400000,1636625460000,UTC+0900,2021-11-11 19:10:00,2021-11-11 19:11:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636625700000,1636625760000,UTC+0900,2021-11-11 19:15:00,2021-11-11 19:16:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636626120000,1636626180000,UTC+0900,2021-11-11 19:22:00,2021-11-11 19:23:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636632360000,1636632540000,UTC+0900,2021-11-11 21:06:00,2021-11-11 21:09:00,0.0,57.0,WEARABLE_ONLY,57.0,3
1636632600000,1636632720000,UTC+0900,2021-11-11 21:10:00,2021-11-11 21:12:00,49.0,50.0,BOTH,49.5,2
1636633740000,1636633800000,UTC+0900,2021-11-11 21:29:00,2021-11-11 21:30:00,24.0,0.0,PHONE_ONLY,24.0,1
1636633980000,1636634100000,UTC+0900,2021-11-11 21:33:00,2021-11-11 21:35:00,0.0,22.0,WEARABLE_ONLY,22.0,2
1636634640000,1636634760000,UTC+0900,2021-11-11 21:44:00,2021-11-11 21:46:00,0.0,41.0,WEARABLE_ONLY,41.0,2
1636634880000,1636634940000,UTC+0900,2021-11-11 21:48:00,2021-11-11 21:49:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1636635180000,1636635240000,UTC+0900,2021-11-11 21:53:00,2021-11-11 21:54:00,15.0,0.0,PHONE_ONLY,15.0,1
1636637340000,1636637400000,UTC+0900,2021-11-11 22:29:00,2021-11-11 22:30:00,0.0,24.0,WEARABLE_ONLY,24.0,1
