START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1626735960000,1626736980000,UTC+0900,2021-07-20 08:06:00,2021-07-20 08:23:00,1319.0,0.0,PHONE_ONLY,1319.0,17
1626737400000,1626737580000,UTC+0900,2021-07-20 08:30:00,2021-07-20 08:33:00,182.0,0.0,PHONE_ONLY,182.0,3
1626738000000,1626738060000,UTC+0900,2021-07-20 08:40:00,2021-07-20 08:41:00,35.0,0.0,PHONE_ONLY,35.0,1
1626745200000,1626745620000,UTC+0900,2021-07-20 10:40:00,2021-07-20 10:47:00,465.0,0.0,PHONE_ONLY,465.0,7
1626745680000,1626745740000,UTC+0900,2021-07-20 10:48:00,2021-07-20 10:49:00,15.0,0.0,PHONE_ONLY,15.0,1
1626749040000,1626749160000,UTC+0900,2021-07-20 11:44:00,2021-07-20 11:46:00,16.0,0.0,PHONE_ONLY,16.0,2
1626749400000,1626750060000,UTC+0900,2021-07-20 11:50:00,2021-07-20 12:01:00,741.0,0.0,PHONE_ONLY,741.0,11
1626750720000,1626750780000,UTC+0900,2021-07-20 12:12:00,2021-07-20 12:13:00,25.0,0.0,PHONE_ONLY,25.0,1
1626750840000,1626750900000,UTC+0900,2021-07-20 12:14:00,2021-07-20 12:15:00,13.0,0.0,PHONE_ONLY,13.0,1
1626750960000,1626751140000,UTC+0900,2021-07-20 12:16:00,2021-07-20 12:19:00,52.0,0.0,PHONE_ONLY,52.0,3
1626751200000,1626751260000,UTC+0900,2021-07-20 12:20:00,2021-07-20 12:21:00,7.0,0.0,PHONE_ONLY,7.0,1
1626751860000,1626751980000,UTC+0900,2021-07-20 12:31:00,2021-07-20 12:33:00,41.0,0.0,PHONE_ONLY,41.0,2
1626752700000,1626752760000,UTC+0900,2021-07-20 12:45:00,2021-07-20 12:46:00,29.0,0.0,PHONE_ONLY,29.0,1
1626753000000,1626753180000,UTC+0900,2021-07-20 12:50:00,2021-07-20 12:53:00,87.0,0.0,PHONE_ONLY,87.0,3
1626753240000,1626753720000,UTC+0900,2021-07-20 12:54:00,2021-07-20 13:02:00,585.0,0.0,PHONE_ONLY,585.0,8
1626765960000,1626766440000,UTC+0900,2021-07-20 16:26:00,2021-07-20 16:34:00,545.0,0.0,PHONE_ONLY,545.0,8
1626766860000,1626766920000,UTC+0900,2021-07-20 16:41:00,2021-07-20 16:42:00,9.0,0.0,PHONE_ONLY,9.0,1
1626767160000,1626767520000,UTC+0900,2021-07-20 16:46:00,2021-07-20 16:52:00,126.0,0.0,PHONE_ONLY,126.0,6
1626767580000,1626767700000,UTC+0900,2021-07-20 16:53:00,2021-07-20 16:55:00,80.0,0.0,PHONE_ONLY,80.0,2
1626767880000,1626768060000,UTC+0900,2021-07-20 16:58:00,2021-07-20 17:01:00,67.0,0.0,PHONE_ONLY,67.0,3
1626769200000,1626769260000,UTC+0900,2021-07-20 17:20:00,2021-07-20 17:21:00,18.0,0.0,PHONE_ONLY,18.0,1
1626771540000,1626771600000,UTC+0900,2021-07-20 17:59:00,2021-07-20 18:00:00,7.0,0.0,PHONE_ONLY,7.0,1
1626775200000,1626775560000,UTC+0900,2021-07-20 19:00:00,2021-07-20 19:06:00,193.0,0.0,PHONE_ONLY,193.0,6
1626775680000,1626775800000,UTC+0900,2021-07-20 19:08:00,2021-07-20 19:10:00,42.0,0.0,PHONE_ONLY,42.0,2
1626776880000,1626777000000,UTC+0900,2021-07-20 19:28:00,2021-07-20 19:30:00,56.0,0.0,PHONE_ONLY,56.0,2
1626784140000,1626784200000,UTC+0900,2021-07-20 21:29:00,2021-07-20 21:30:00,17.0,0.0,PHONE_ONLY,17.0,1
1626785700000,1626785820000,UTC+0900,2021-07-20 21:55:00,2021-07-20 21:57:00,34.0,0.0,PHONE_ONLY,34.0,2
1626786300000,1626786360000,UTC+0900,2021-07-20 22:05:00,2021-07-20 22:06:00,32.0,0.0,PHONE_ONLY,32.0,1
1626788520000,1626788580000,UTC+0900,2021-07-20 22:42:00,2021-07-20 22:43:00,21.0,0.0,PHONE_ONLY,21.0,1
1626788880000,1626788940000,UTC+0900,2021-07-20 22:48:00,2021-07-20 22:49:00,24.0,0.0,PHONE_ONLY,24.0,1
1626789960000,1626790020000,UTC+0900,2021-07-20 23:06:00,2021-07-20 23:07:00,67.0,0.0,PHONE_ONLY,67.0,1
1626791400000,1626791460000,UTC+0900,2021-07-20 23:30:00,2021-07-20 23:31:00,23.0,0.0,PHONE_ONLY,23.0,1
1626792600000,1626792720000,UTC+0900,2021-07-20 23:50:00,2021-07-20 23:52:00,27.0,0.0,PHONE_ONLY,27.0,2
