START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1636470000000,1636470060000,UTC+0900,2021-11-10 00:00:00,2021-11-10 00:01:00,0.0,23.0,WEARABLE_ONLY,23.0,1
1636470120000,1636470180000,UTC+0900,2021-11-10 00:02:00,2021-11-10 00:03:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636473360000,1636473420000,UTC+0900,2021-11-10 00:56:00,2021-11-10 00:57:00,0.0,15.0,WEARABLE_ONLY,15.0,1
1636473480000,1636473600000,UTC+0900,2021-11-10 00:58:00,2021-11-10 01:00:00,0.0,34.0,WEARABLE_ONLY,34.0,2
1636473660000,1636473780000,UTC+0900,2021-11-10 01:01:00,2021-11-10 01:03:00,0.0,23.0,WEARABLE_ONLY,23.0,2
1636473960000,1636474080000,UTC+0900,2021-11-10 01:06:00,2021-11-10 01:08:00,0.0,22.0,WEARABLE_ONLY,22.0,2
1636491720000,1636491780000,UTC+0900,2021-11-10 06:02:00,2021-11-10 06:03:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636497240000,1636497300000,UTC+0900,2021-11-10 07:34:00,2021-11-10 07:35:00,24.0,0.0,PHONE_ONLY,24.0,1
1636498860000,1636498920000,UTC+0900,2021-11-10 08:01:00,2021-11-10 08:02:00,6.0,0.0,PHONE_ONLY,6.0,1
1636502700000,1636502760000,UTC+0900,2021-11-10 09:05:00,2021-11-10 09:06:00,0.0,27.0,WEARABLE_ONLY,27.0,1
1636502820000,1636503120000,UTC+0900,2021-11-10 09:07:00,2021-11-10 09:12:00,0.0,228.0,WEARABLE_ONLY,228.0,5
1636503180000,1636503300000,UTC+0900,2021-11-10 09:13:00,2021-11-10 09:15:00,0.0,76.0,WEARABLE_ONLY,76.0,2
1636503360000,1636503420000,UTC+0900,2021-11-10 09:16:00,2021-11-10 09:17:00,0.0,18.0,WEARABLE_ONLY,18.0,1
1636503480000,1636503720000,UTC+0900,2021-11-10 09:18:00,2021-11-10 09:22:00,63.0,106.0,BOTH,84.5,4
1636504080000,1636504380000,UTC+0900,2021-11-10 09:28:00,2021-11-10 09:33:00,68.0,104.0,BOTH,86.0,5
1636504440000,1636505580000,UTC+0900,2021-11-10 09:34:00,2021-11-10 09:53:00,953.0,1108.0,BOTH,1030.5,19
1636505940000,1636506060000,UTC+0900,2021-11-10 09:59:00,2021-11-10 10:01:00,0.0,32.0,WEARABLE_ONLY,32.0,2
1636506540000,1636506600000,UTC+0900,2021-11-10 10:09:00,2021-11-10 10:10:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636507980000,1636508040000,UTC+0900,2021-11-10 10:33:00,2021-11-10 10:34:00,0.0,23.0,WEARABLE_ONLY,23.0,1
1636509000000,1636509120000,UTC+0900,2021-11-10 10:50:00,2021-11-10 10:52:00,0.0,36.0,WEARABLE_ONLY,36.0,2
1636510380000,1636510440000,UTC+0900,2021-11-10 11:13:00,2021-11-10 11:14:00,9.0,0.0,PHONE_ONLY,9.0,1
1636510500000,1636510620000,UTC+0900,2021-11-10 11:15:00,2021-11-10 11:17:00,0.0,39.0,WEARABLE_ONLY,39.0,2
1636510680000,1636510800000,UTC+0900,2021-11-10 11:18:00,2021-11-10 11:20:00,0.0,36.0,WEARABLE_ONLY,36.0,2
1636510860000,1636510920000,UTC+0900,2021-11-10 11:21:00,2021-11-10 11:22:00,9.0,0.0,PHONE_ONLY,9.0,1
1636510980000,1636511040000,UTC+0900,2021-11-10 11:23:00,2021-11-10 11:24:00,0.0,16.0,WEARABLE_ONLY,16.0,1
1636511100000,1636511220000,UTC+0900,2021-11-10 11:25:00,2021-11-10 11:27:00,95.0,73.0,BOTH,84.0,2
1636511340000,1636511940000,UTC+0900,2021-11-10 11:29:00,2021-11-10 11:39:00,760.0,741.0,BOTH,750.5,10
1636512240000,1636512300000,UTC+0900,2021-11-10 11:44:00,2021-11-10 11:45:00,12.0,0.0,PHONE_ONLY,12.0,1
1636514820000,1636514880000,UTC+0900,2021-11-10 12:27:00,2021-11-10 12:28:00,16.0,0.0,PHONE_ONLY,16.0,1
1636515720000,1636515780000,UTC+0900,2021-11-10 12:42:00,2021-11-10 12:43:00,6.0,0.0,PHONE_ONLY,6.0,1
1636516320000,1636516380000,UTC+0900,2021-11-10 12:52:00,2021-11-10 12:53:00,8.0,0.0,PHONE_ONLY,8.0,1
1636516980000,1636517160000,UTC+0900,2021-11-10 13:03:00,2021-11-10 13:06:00,61.0,26.0,BOTH,43.5,3
1636517220000,1636517580000,UTC+0900,2021-11-10 13:07:00,2021-11-10 13:13:00,0.0,101.0,WEARABLE_ONLY,101.0,6
1636517700000,1636517760000,UTC+0900,2021-11-10 13:15:00,2021-11-10 13:16:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636517820000,1636517880000,UTC+0900,2021-11-10 13:17:00,2021-11-10 13:18:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636517940000,1636518000000,UTC+0900,2021-11-10 13:19:00,2021-11-10 13:20:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636518180000,1636519860000,UTC+0900,2021-11-10 13:23:00,2021-11-10 13:51:00,2488.0,2544.0,BOTH,2516.0,28
1636519920000,1636519980000,UTC+0900,2021-11-10 13:52:00,2021-11-10 13:53:00,0.0,44.0,WEARABLE_ONLY,44.0,1
1636520100000,1636520280000,UTC+0900,2021-11-10 13:55:00,2021-11-10 13:58:00,0.0,110.0,WEARABLE_ONLY,110.0,3
1636520340000,1636520400000,UTC+0900,2021-11-10 13:59:00,2021-11-10 14:00:00,0.0,20.0,WEARABLE_ONLY,20.0,1
1636520940000,1636521000000,UTC+0900,2021-11-10 14:09:00,2021-11-10 14:10:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636521240000,1636521480000,UTC+0900,2021-11-10 14:14:00,2021-11-10 14:18:00,44.0,125.0,BOTH,84.5,4
1636521540000,1636521600000,UTC+0900,2021-11-10 14:19:00,2021-11-10 14:20:00,0.0,28.0,WEARABLE_ONLY,28.0,1
1636521840000,1636522020000,UTC+0900,2021-11-10 14:24:00,2021-11-10 14:27:00,0.0,47.0,WEARABLE_ONLY,47.0,3
1636522740000,1636522800000,UTC+0900,2021-11-10 14:39:00,2021-11-10 14:40:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636523220000,1636523340000,UTC+0900,2021-11-10 14:47:00,2021-11-10 14:49:00,0.0,26.0,WEARABLE_ONLY,26.0,2
1636523820000,1636523880000,UTC+0900,2021-11-10 14:57:00,2021-11-10 14:58:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636524240000,1636524300000,UTC+0900,2021-11-10 15:04:00,2021-11-10 15:05:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1636524660000,1636524720000,UTC+0900,2021-11-10 15:11:00,2021-11-10 15:12:00,0.0,23.0,WEARABLE_ONLY,23.0,1
1636525560000,1636525680000,UTC+0900,2021-11-10 15:26:00,2021-11-10 15:28:00,0.0,30.0,WEARABLE_ONLY,30.0,2
1636526220000,1636526280000,UTC+0900,2021-11-10 15:37:00,2021-11-10 15:38:00,0.0,25.0,WEARABLE_ONLY,25.0,1
