START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1636470480000,1636470540000,UTC+0900,2021-11-10 00:08:00,2021-11-10 00:09:00,28.0,0.0,PHONE_ONLY,28.0,1
1636473480000,1636473540000,UTC+0900,2021-11-10 00:58:00,2021-11-10 00:59:00,20.0,0.0,PHONE_ONLY,20.0,1
1636473720000,1636473780000,UTC+0900,2021-11-10 01:02:00,2021-11-10 01:03:00,27.0,0.0,PHONE_ONLY,27.0,1
1636497060000,1636497120000,UTC+0900,2021-11-10 07:31:00,2021-11-10 07:32:00,12.0,0.0,PHONE_ONLY,12.0,1
1636498140000,1636498500000,UTC+0900,2021-11-10 07:49:00,2021-11-10 07:55:00,303.0,223.0,BOTH,263.0,6
1636498920000,1636499340000,UTC+0900,2021-11-10 08:02:00,2021-11-10 08:09:00,380.0,422.0,BOTH,401.0,7
1636499400000,1636499580000,UTC+0900,2021-11-10 08:10:00,2021-11-10 08:13:00,0.0,82.0,WEARABLE_ONLY,82.0,3
1636501140000,1636501260000,UTC+0900,2021-11-10 08:39:00,2021-11-10 08:41:00,88.0,70.0,BOTH,79.0,2
1636506120000,1636506180000,UTC+0900,2021-11-10 10:02:00,2021-11-10 10:03:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636509360000,1636509420000,UTC+0900,2021-11-10 10:56:00,2021-11-10 10:57:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636513860000,1636514160000,UTC+0900,2021-11-10 12:11:00,2021-11-10 12:16:00,104.0,93.0,BOTH,98.5,5
1636516800000,1636517220000,UTC+0900,2021-11-10 13:00:00,2021-11-10 13:07:00,418.0,358.0,BOTH,388.0,7
1636517880000,1636518300000,UTC+0900,2021-11-10 13:18:00,2021-11-10 13:25:00,433.0,410.0,BOTH,421.5,7
1636518540000,1636518660000,UTC+0900,2021-11-10 13:29:00,2021-11-10 13:31:00,35.0,67.0,BOTH,51.0,2
1636522440000,1636522500000,UTC+0900,2021-11-10 14:34:00,2021-11-10 14:35:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636522620000,1636522680000,UTC+0900,2021-11-10 14:37:00,2021-11-10 14:38:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636523640000,1636523700000,UTC+0900,2021-11-10 14:54:00,2021-11-10 14:55:00,24.0,16.0,BOTH,20.0,1
1636523880000,1636524000000,UTC+0900,2021-11-10 14:58:00,2021-11-10 15:00:00,42.0,39.0,BOTH,40.5,2
1636524180000,1636524300000,UTC+0900,2021-11-10 15:03:00,2021-11-10 15:05:00,32.0,17.0,BOTH,24.5,2
1636525380000,1636525560000,UTC+0900,2021-11-10 15:23:00,2021-11-10 15:26:00,40.0,28.0,BOTH,34.0,3
1636525920000,1636525980000,UTC+0900,2021-11-10 15:32:00,2021-11-10 15:33:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636526580000,1636526640000,UTC+0900,2021-11-10 15:43:00,2021-11-10 15:44:00,0.0,21.0,WEARABLE_ONLY,21.0,1
1636526880000,1636527000000,UTC+0900,2021-11-10 15:48:00,2021-11-10 15:50:00,0.0,99.0,WEARABLE_ONLY,99.0,2
1636533120000,1636533360000,UTC+0900,2021-11-10 17:32:00,2021-11-10 17:36:00,0.0,89.0,WEARABLE_ONLY,89.0,4
1636533600000,1636533840000,UTC+0900,2021-11-10 17:40:00,2021-11-10 17:44:00,200.0,221.0,BOTH,210.5,4
1636535640000,1636536060000,UTC+0900,2021-11-10 18:14:00,2021-11-10 18:21:00,603.0,609.0,BOTH,606.0,7
