START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1636738620000,1636738740000,UTC+0900,2021-11-13 02:37:00,2021-11-13 02:39:00,0.0,29.0,WEARABLE_ONLY,29.0,2
1636754220000,1636754280000,UTC+0900,2021-11-13 06:57:00,2021-11-13 06:58:00,0.0,18.0,WEARABLE_ONLY,18.0,1
1636760640000,1636760700000,UTC+0900,2021-11-13 08:44:00,2021-11-13 08:45:00,13.0,10.0,BOTH,11.5,1
1636761600000,1636761660000,UTC+0900,2021-11-13 09:00:00,2021-11-13 09:01:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636770840000,1636770900000,UTC+0900,2021-11-13 11:34:00,2021-11-13 11:35:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636771140000,1636771260000,UTC+0900,2021-11-13 11:39:00,2021-11-13 11:41:00,24.0,17.0,BOTH,20.5,2
1636771920000,1636771980000,UTC+0900,2021-11-13 11:52:00,2021-11-13 11:53:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1636772880000,1636772940000,UTC+0900,2021-11-13 12:08:00,2021-11-13 12:09:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1636774140000,1636774200000,UTC+0900,2021-11-13 12:29:00,2021-11-13 12:30:00,12.0,0.0,PHONE_ONLY,12.0,1
1636775220000,1636775280000,UTC+0900,2021-11-13 12:47:00,2021-11-13 12:48:00,6.0,0.0,PHONE_ONLY,6.0,1
1636775460000,1636775520000,UTC+0900,2021-11-13 12:51:00,2021-11-13 12:52:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636775940000,1636776000000,UTC+0900,2021-11-13 12:59:00,2021-11-13 13:00:00,28.0,21.0,BOTH,24.5,1
1636776060000,1636776120000,UTC+0900,2021-11-13 13:01:00,2021-11-13 13:02:00,15.0,0.0,PHONE_ONLY,15.0,1
1636776540000,1636776660000,UTC+0900,2021-11-13 13:09:00,2021-11-13 13:11:00,0.0,34.0,WEARABLE_ONLY,34.0,2
1636776840000,1636776900000,UTC+0900,2021-11-13 13:14:00,2021-11-13 13:15:00,0.0,12.0,WEARABLE_ONLY,12.0,1
1636776960000,1636777140000,UTC+0900,2021-11-13 13:16:00,2021-11-13 13:19:00,0.0,52.0,WEARABLE_ONLY,52.0,3
1636777980000,1636778040000,UTC+0900,2021-11-13 13:33:00,2021-11-13 13:34:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1636778100000,1636778160000,UTC+0900,2021-11-13 13:35:00,2021-11-13 13:36:00,0.0,11.0,WEARABLE_ONLY,11.0,1
