START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1636044300000,1636044360000,UTC+0900,2021-11-05 01:45:00,2021-11-05 01:46:00,0.0,16.0,WEARABLE_ONLY,16.0,1
1636044420000,1636044480000,UTC+0900,2021-11-05 01:47:00,2021-11-05 01:48:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1636062540000,1636062600000,UTC+0900,2021-11-05 06:49:00,2021-11-05 06:50:00,0.0,13.0,WEARABLE_ONLY,13.0,1
1636062660000,1636062720000,UTC+0900,2021-11-05 06:51:00,2021-11-05 06:52:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636064280000,1636064340000,UTC+0900,2021-11-05 07:18:00,2021-11-05 07:19:00,19.0,0.0,PHONE_ONLY,19.0,1
1636066920000,1636066980000,UTC+0900,2021-11-05 08:02:00,2021-11-05 08:03:00,0.0,24.0,WEARABLE_ONLY,24.0,1
1636067040000,1636067220000,UTC+0900,2021-11-05 08:04:00,2021-11-05 08:07:00,62.0,30.0,BOTH,46.0,3
1636069560000,1636069620000,UTC+0900,2021-11-05 08:46:00,2021-11-05 08:47:00,67.0,14.0,BOTH,40.5,1
1636069680000,1636069860000,UTC+0900,2021-11-05 08:48:00,2021-11-05 08:51:00,92.0,32.0,BOTH,62.0,3
1636069920000,1636070040000,UTC+0900,2021-11-05 08:52:00,2021-11-05 08:54:00,0.0,32.0,WEARABLE_ONLY,32.0,2
1636070940000,1636071120000,UTC+0900,2021-11-05 09:09:00,2021-11-05 09:12:00,0.0,84.0,WEARABLE_ONLY,84.0,3
1636071180000,1636071240000,UTC+0900,2021-11-05 09:13:00,2021-11-05 09:14:00,0.0,22.0,WEARABLE_ONLY,22.0,1
1636071840000,1636071960000,UTC+0900,2021-11-05 09:24:00,2021-11-05 09:26:00,0.0,28.0,WEARABLE_ONLY,28.0,2
1636072200000,1636072380000,UTC+0900,2021-11-05 09:30:00,2021-11-05 09:33:00,0.0,52.0,WEARABLE_ONLY,52.0,3
1636073400000,1636073460000,UTC+0900,2021-11-05 09:50:00,2021-11-05 09:51:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636074900000,1636074960000,UTC+0900,2021-11-05 10:15:00,2021-11-05 10:16:00,0.0,21.0,WEARABLE_ONLY,21.0,1
1636075020000,1636075080000,UTC+0900,2021-11-05 10:17:00,2021-11-05 10:18:00,0.0,15.0,WEARABLE_ONLY,15.0,1
1636075200000,1636075260000,UTC+0900,2021-11-05 10:20:00,2021-11-05 10:21:00,0.0,34.0,WEARABLE_ONLY,34.0,1
1636075320000,1636075440000,UTC+0900,2021-11-05 10:22:00,2021-11-05 10:24:00,0.0,33.0,WEARABLE_ONLY,33.0,2
1636075860000,1636075920000,UTC+0900,2021-11-05 10:31:00,2021-11-05 10:32:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636076340000,1636076460000,UTC+0900,2021-11-05 10:39:00,2021-11-05 10:41:00,66.0,82.0,BOTH,74.0,2
1636076580000,1636076640000,UTC+0900,2021-11-05 10:43:00,2021-11-05 10:44:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1636076700000,1636076940000,UTC+0900,2021-11-05 10:45:00,2021-11-05 10:49:00,187.0,167.0,BOTH,177.0,4
1636077060000,1636077300000,UTC+0900,2021-11-05 10:51:00,2021-11-05 10:55:00,0.0,68.0,WEARABLE_ONLY,68.0,4
1636077360000,1636077480000,UTC+0900,2021-11-05 10:56:00,2021-11-05 10:58:00,0.0,33.0,WEARABLE_ONLY,33.0,2
1636077540000,1636077600000,UTC+0900,2021-11-05 10:59:00,2021-11-05 11:00:00,0.0,25.0,WEARABLE_ONLY,25.0,1
1636077840000,1636077960000,UTC+0900,2021-11-05 11:04:00,2021-11-05 11:06:00,0.0,25.0,WEARABLE_ONLY,25.0,2
