START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1636579320000,1636579380000,UTC+0900,2021-11-11 06:22:00,2021-11-11 06:23:00,21.0,0.0,PHONE_ONLY,21.0,1
1636581600000,1636581720000,UTC+0900,2021-11-11 07:00:00,2021-11-11 07:02:00,25.0,0.0,PHONE_ONLY,25.0,2
1636584480000,1636584840000,UTC+0900,2021-11-11 07:48:00,2021-11-11 07:54:00,165.0,89.0,BOTH,127.0,6
1636585140000,1636586520000,UTC+0900,2021-11-11 07:59:00,2021-11-11 08:22:00,2215.0,2177.0,BOTH,2196.0,23
1636587300000,1636587660000,UTC+0900,2021-11-11 08:35:00,2021-11-11 08:41:00,323.0,292.0,BOTH,307.5,6
1636587720000,1636587780000,UTC+0900,2021-11-11 08:42:00,2021-11-11 08:43:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1636587840000,1636588260000,UTC+0900,2021-11-11 08:44:00,2021-11-11 08:51:00,396.0,377.0,BOTH,386.5,7
1636588320000,1636588380000,UTC+0900,2021-11-11 08:52:00,2021-11-11 08:53:00,0.0,15.0,WEARABLE_ONLY,15.0,1
1636589040000,1636591320000,UTC+0900,2021-11-11 09:04:00,2021-11-11 09:42:00,2271.0,2218.0,BOTH,2244.5,38
1636591380000,1636592340000,UTC+0900,2021-11-11 09:43:00,2021-11-11 09:59:00,1328.0,947.0,BOTH,1137.5,16
1636592880000,1636593240000,UTC+0900,2021-11-11 10:08:00,2021-11-11 10:14:00,66.0,105.0,BOTH,85.5,6
1636595220000,1636595280000,UTC+0900,2021-11-11 10:47:00,2021-11-11 10:48:00,0.0,30.0,WEARABLE_ONLY,30.0,1
1636597200000,1636597680000,UTC+0900,2021-11-11 11:20:00,2021-11-11 11:28:00,275.0,178.0,BOTH,226.5,8
1636599060000,1636599240000,UTC+0900,2021-11-11 11:51:00,2021-11-11 11:54:00,182.0,224.0,BOTH,203.0,3
1636600080000,1636600260000,UTC+0900,2021-11-11 12:08:00,2021-11-11 12:11:00,108.0,127.0,BOTH,117.5,3
1636602720000,1636602840000,UTC+0900,2021-11-11 12:52:00,2021-11-11 12:54:00,85.0,57.0,BOTH,71.0,2
1636602900000,1636603020000,UTC+0900,2021-11-11 12:55:00,2021-11-11 12:57:00,48.0,82.0,BOTH,65.0,2
1636603140000,1636603260000,UTC+0900,2021-11-11 12:59:00,2021-11-11 13:01:00,82.0,58.0,BOTH,70.0,2
1636604520000,1636604880000,UTC+0900,2021-11-11 13:22:00,2021-11-11 13:28:00,248.0,248.0,BOTH,248.0,6
1636607220000,1636607400000,UTC+0900,2021-11-11 14:07:00,2021-11-11 14:10:00,43.0,69.0,BOTH,56.0,3
1636607460000,1636607580000,UTC+0900,2021-11-11 14:11:00,2021-11-11 14:13:00,66.0,59.0,BOTH,62.5,2
1636607760000,1636607880000,UTC+0900,2021-11-11 14:16:00,2021-11-11 14:18:00,24.0,20.0,BOTH,22.0,2
1636608180000,1636608240000,UTC+0900,2021-11-11 14:23:00,2021-11-11 14:24:00,0.0,39.0,WEARABLE_ONLY,39.0,1
1636608360000,1636608840000,UTC+0900,2021-11-11 14:26:00,2021-11-11 14:34:00,132.0,124.0,BOTH,128.0,8
1636608960000,1636609020000,UTC+0900,2021-11-11 14:36:00,2021-11-11 14:37:00,11.0,0.0,PHONE_ONLY,11.0,1
1636609140000,1636609200000,UTC+0900,2021-11-11 14:39:00,2021-11-11 14:40:00,7.0,14.0,BOTH,10.5,1
1636609320000,1636609560000,UTC+0900,2021-11-11 14:42:00,2021-11-11 14:46:00,218.0,181.0,BOTH,199.5,4
1636609620000,1636609920000,UTC+0900,2021-11-11 14:47:00,2021-11-11 14:52:00,279.0,258.0,BOTH,268.5,5
1636609980000,1636610340000,UTC+0900,2021-11-11 14:53:00,2021-11-11 14:59:00,392.0,338.0,BOTH,365.0,6
1636610520000,1636610580000,UTC+0900,2021-11-11 15:02:00,2021-11-11 15:03:00,27.0,0.0,PHONE_ONLY,27.0,1
1636610700000,1636611000000,UTC+0900,2021-11-11 15:05:00,2021-11-11 15:10:00,85.0,96.0,BOTH,90.5,5
1636611180000,1636611660000,UTC+0900,2021-11-11 15:13:00,2021-11-11 15:21:00,219.0,239.0,BOTH,229.0,8
1636611840000,1636611900000,UTC+0900,2021-11-11 15:24:00,2021-11-11 15:25:00,7.0,0.0,PHONE_ONLY,7.0,1
1636612080000,1636613160000,UTC+0900,2021-11-11 15:28:00,2021-11-11 15:46:00,1534.0,1003.0,BOTH,1268.5,18
1636613400000,1636613460000,UTC+0900,2021-11-11 15:50:00,2021-11-11 15:51:00,0.0,33.0,WEARABLE_ONLY,33.0,1
1636613520000,1636614180000,UTC+0900,2021-11-11 15:52:00,2021-11-11 16:03:00,328.0,385.0,BOTH,356.5,11
1636614420000,1636614540000,UTC+0900,2021-11-11 16:07:00,2021-11-11 16:09:00,30.0,18.0,BOTH,24.0,2
1636614660000,1636615440000,UTC+0900,2021-11-11 16:11:00,2021-11-11 16:24:00,668.0,679.0,BOTH,673.5,13
1636617720000,1636618140000,UTC+0900,2021-11-11 17:02:00,2021-11-11 17:09:00,0.0,163.0,WEARABLE_ONLY,163.0,7
