START,END,UTC,READABLE_START,READABLE_END,PHONE_STEP,WEARABLE_STEP,BOUT_TYPE,STEP,DUT
1647896100000,1647897240000,UTC+0900,2022-03-22 05:55:00,2022-03-22 06:14:00,1182.0,0.0,PHONE_ONLY,1182.0,19
1647897660000,1647897960000,UTC+0900,2022-03-22 06:21:00,2022-03-22 06:26:00,235.0,0.0,PHONE_ONLY,235.0,5
1647899160000,1647900480000,UTC+0900,2022-03-22 06:46:00,2022-03-22 07:08:00,1772.0,0.0,PHONE_ONLY,1772.0,22
1647900540000,1647900660000,UTC+0900,2022-03-22 07:09:00,2022-03-22 07:11:00,149.0,0.0,PHONE_ONLY,149.0,2
1647900720000,1647900780000,UTC+0900,2022-03-22 07:12:00,2022-03-22 07:13:00,26.0,0.0,PHONE_ONLY,26.0,1
1647900840000,1647900960000,UTC+0900,2022-03-22 07:14:00,2022-03-22 07:16:00,84.0,0.0,PHONE_ONLY,84.0,2
1647901500000,1647901800000,UTC+0900,2022-03-22 07:25:00,2022-03-22 07:30:00,201.0,0.0,PHONE_ONLY,201.0,5
1647903420000,1647903480000,UTC+0900,2022-03-22 07:57:00,2022-03-22 07:58:00,10.0,0.0,PHONE_ONLY,10.0,1
1647906900000,1647906960000,UTC+0900,2022-03-22 08:55:00,2022-03-22 08:56:00,11.0,0.0,PHONE_ONLY,11.0,1
1647910140000,1647910200000,UTC+0900,2022-03-22 09:49:00,2022-03-22 09:50:00,0.0,14.0,WEARABLE_ONLY,14.0,1
1647910680000,1647910740000,UTC+0900,2022-03-22 09:58:00,2022-03-22 09:59:00,0.0,36.0,WEARABLE_ONLY,36.0,1
1647911040000,1647911160000,UTC+0900,2022-03-22 10:04:00,2022-03-22 10:06:00,0.0,18.0,WEARABLE_ONLY,18.0,2
1647914880000,1647914940000,UTC+0900,2022-03-22 11:08:00,2022-03-22 11:09:00,8.0,0.0,PHONE_ONLY,8.0,1
1647921960000,1647922020000,UTC+0900,2022-03-22 13:06:00,2022-03-22 13:07:00,6.0,0.0,PHONE_ONLY,6.0,1
1647929700000,1647929880000,UTC+0900,2022-03-22 15:15:00,2022-03-22 15:18:00,13.0,11.0,BOTH,12.0,3
1647938220000,1647938280000,UTC+0900,2022-03-22 17:37:00,2022-03-22 17:38:00,6.0,0.0,PHONE_ONLY,6.0,1
1647939060000,1647939360000,UTC+0900,2022-03-22 17:51:00,2022-03-22 17:56:00,0.0,91.0,WEARABLE_ONLY,91.0,5
1647944760000,1647944820000,UTC+0900,2022-03-22 19:26:00,2022-03-22 19:27:00,17.0,0.0,PHONE_ONLY,17.0,1
1647947580000,1647947640000,UTC+0900,2022-03-22 20:13:00,2022-03-22 20:14:00,6.0,0.0,PHONE_ONLY,6.0,1
1647957780000,1647957840000,UTC+0900,2022-03-22 23:03:00,2022-03-22 23:04:00,8.0,0.0,PHONE_ONLY,8.0,1
1647972420000,1647972480000,UTC+0900,2022-03-23 03:07:00,2022-03-23 03:08:00,6.0,0.0,PHONE_ONLY,6.0,1
1647988860000,1647988920000,UTC+0900,2022-03-23 07:41:00,2022-03-23 07:42:00,21.0,0.0,PHONE_ONLY,21.0,1
1647990240000,1647990300000,UTC+0900,2022-03-23 08:04:00,2022-03-23 08:05:00,6.0,0.0,PHONE_ONLY,6.0,1
1647990420000,1647990480000,UTC+0900,2022-03-23 08:07:00,2022-03-23 08:08:00,7.0,0.0,PHONE_ONLY,7.0,1
1647990720000,1647990780000,UTC+0900,2022-03-23 08:12:00,2022-03-23 08:13:00,0.0,24.0,WEARABLE_ONLY,24.0,1
1647991080000,1647991320000,UTC+0900,2022-03-23 08:18:00,2022-03-23 08:22:00,34.0,101.0,BOTH,67.5,4
1647991380000,1647991500000,UTC+0900,2022-03-23 08:23:00,2022-03-23 08:25:00,55.0,34.0,BOTH,44.5,2
1647991620000,1647992040000,UTC+0900,2022-03-23 08:27:00,2022-03-23 08:34:00,616.0,615.0,BOTH,615.5,7
1647992100000,1647992160000,UTC+0900,2022-03-23 08:35:00,2022-03-23 08:36:00,34.0,21.0,BOTH,27.5,1
1647992220000,1647992280000,UTC+0900,2022-03-23 08:37:00,2022-03-23 08:38:00,10.0,0.0,PHONE_ONLY,10.0,1
1647992940000,1647993780000,UTC+0900,2022-03-23 08:49:00,2022-03-23 09:03:00,1301.0,1259.0,BOTH,1280.0,14
1647993840000,1647994200000,UTC+0900,2022-03-23 09:04:00,2022-03-23 09:10:00,564.0,530.0,BOTH,547.0,6
1647994440000,1647994500000,UTC+0900,2022-03-23 09:14:00,2022-03-23 09:15:00,0.0,26.0,WEARABLE_ONLY,26.0,1
1647999900000,1648000020000,UTC+0900,2022-03-23 10:45:00,2022-03-23 10:47:00,66.0,50.0,BOTH,58.0,2
1648000260000,1648000380000,UTC+0900,2022-03-23 10:51:00,2022-03-23 10:53:00,61.0,61.0,BOTH,61.0,2
1648002600000,1648002660000,UTC+0900,2022-03-23 11:30:00,2022-03-23 11:31:00,0.0,11.0,WEARABLE_ONLY,11.0,1
1648003020000,1648003320000,UTC+0900,2022-03-23 11:37:00,2022-03-23 11:42:00,158.0,88.0,BOTH,123.0,5
1648003500000,1648003620000,UTC+0900,2022-03-23 11:45:00,2022-03-23 11:47:00,55.0,0.0,PHONE_ONLY,55.0,2
1648005000000,1648005180000,UTC+0900,2022-03-23 12:10:00,2022-03-23 12:13:00,197.0,121.0,BOTH,159.0,3
1648005900000,1648006140000,UTC+0900,2022-03-23 12:25:00,2022-03-23 12:29:00,181.0,160.0,BOTH,170.5,4
1648007220000,1648007340000,UTC+0900,2022-03-23 12:47:00,2022-03-23 12:49:00,62.0,44.0,BOTH,53.0,2
1648007520000,1648007640000,UTC+0900,2022-03-23 12:52:00,2022-03-23 12:54:00,44.0,54.0,BOTH,49.0,2
1648010100000,1648010160000,UTC+0900,2022-03-23 13:35:00,2022-03-23 13:36:00,0.0,10.0,WEARABLE_ONLY,10.0,1
1648010400000,1648010520000,UTC+0900,2022-03-23 13:40:00,2022-03-23 13:42:00,90.0,40.0,BOTH,65.0,2
1648010820000,1648010940000,UTC+0900,2022-03-23 13:47:00,2022-03-23 13:49:00,66.0,42.0,BOTH,54.0,2
1648011180000,1648011300000,UTC+0900,2022-03-23 13:53:00,2022-03-23 13:55:00,0.0,58.0,WEARABLE_ONLY,58.0,2
1648019460000,1648019760000,UTC+0900,2022-03-23 16:11:00,2022-03-23 16:16:00,299.0,275.0,BOTH,287.0,5
