START,UTC,READABLE_START,PHONE_STEP,WEARABLE_STEP
1636738620000,UTC+0900,2021-11-13 02:37:00,0.0,17.0
1636738680000,UTC+0900,2021-11-13 02:38:00,0.0,12.0
1636754220000,UTC+0900,2021-11-13 06:57:00,0.0,18.0
1636760640000,UTC+0900,2021-11-13 08:44:00,13.0,10.0
1636761600000,UTC+0900,2021-11-13 09:00:00,0.0,11.0
1636770840000,UTC+0900,2021-11-13 11:34:00,0.0,13.0
1636771140000,UTC+0900,2021-11-13 11:39:00,16.0,17.0
1636771200000,UTC+0900,2021-11-13 11:40:00,8.0,0.0
1636771920000,UTC+0900,2021-11-13 11:52:00,0.0,14.0
1636772880000,UTC+0900,2021-11-13 12:08:00,0.0,12.0
1636774140000,UTC+0900,2021-11-13 12:29:00,12.0,0.0
1636775220000,UTC+0900,2021-11-13 12:47:00,6.0,0.0
1636775460000,UTC+0900,2021-11-13 12:51:00,0.0,10.0
1636775940000,UTC+0900,2021-11-13 12:59:00,28.0,21.0
1636776060000,UTC+0900,2021-11-13 13:01:00,15.0,0.0
1636776540000,UTC+0900,2021-11-13 13:09:00,0.0,12.0
1636776600000,UTC+0900,2021-11-13 13:10:00,0.0,22.0
1636776840000,UTC+0900,2021-11-13 13:14:00,0.0,12.0
1636776960000,UTC+0900,2021-11-13 13:16:00,0.0,27.0
1636777020000,UTC+0900,2021-11-13 13:17:00,0.0,14.0
1636777080000,UTC+0900,2021-11-13 13:18:00,0.0,11.0
1636777980000,UTC+0900,2021-11-13 13:33:00,0.0,14.0
1636778100000,UTC+0900,2021-11-13 13:35:00,0.0,11.0
1636778280000,UTC+0900,2021-11-13 13:38:00,0.0,10.0
1636778340000,UTC+0900,2021-11-13 13:39:00,0.0,14.0
1636779600000,UTC+0900,2021-11-13 14:00:00,0.0,15.0
1636780380000,UTC+0900,2021-11-13 14:13:00,0.0,16.0
1636780680000,UTC+0900,2021-11-13 14:18:00,0.0,10.0
1636780740000,UTC+0900,2021-11-13 14:19:00,0.0,18.0
1636781520000,UTC+0900,2021-11-13 14:32:00,0.0,11.0
1636787580000,UTC+0900,2021-11-13 16:13:00,0.0,10.0
1636787820000,UTC+0900,2021-11-13 16:17:00,0.0,25.0
1636787880000,UTC+0900,2021-11-13 16:18:00,0.0,3.0
1636789980000,UTC+0900,2021-11-13 16:53:00,0.0,11.0
1636790640000,UTC+0900,2021-11-13 17:04:00,0.0,12.0
1636793940000,UTC+0900,2021-11-13 17:59:00,0.0,12.0
1636798440000,UTC+0900,2021-11-13 19:14:00,0.0,26.0
1636801800000,UTC+0900,2021-11-13 20:10:00,0.0,27.0
1636801860000,UTC+0900,2021-11-13 20:11:00,0.0,5.0
1636803480000,UTC+0900,2021-11-13 20:38:00,0.0,10.0
1636803720000,UTC+0900,2021-11-13 20:42:00,0.0,12.0
1636803780000,UTC+0900,2021-11-13 20:43:00,0.0,11.0
1636804860000,UTC+0900,2021-11-13 21:01:00,16.0,12.0
1636805700000,UTC+0900,2021-11-13 21:15:00,14.0,14.0
1636809420000,UTC+0900,2021-11-13 22:17:00,27.0,0.0
1636809960000,UTC+0900,2021-11-13 22:26:00,9.0,0.0
1636810500000,UTC+0900,2021-11-13 22:35:00,6.0,0.0
1636811880000,UTC+0900,2021-11-13 22:58:00,7.0,0.0
1636813500000,UTC+0900,2021-11-13 23:25:00,0.0,10.0
1636813560000,UTC+0900,2021-11-13 23:26:00,0.0,11.0
1636813740000,UTC+0900,2021-11-13 23:29:00,12.0,0.0
1636813800000,UTC+0900,2021-11-13 23:30:00,14.0,0.0
1636813860000,UTC+0900,2021-11-13 23:31:00,18.0,8.0
1636814820000,UTC+0900,2021-11-13 23:47:00,0.0,13.0
1636840800000,UTC+0900,2021-11-14 07:00:00,0.0,12.0
1636849680000,UTC+0900,2021-11-14 09:28:00,0.0,14.0
1636852560000,UTC+0900,2021-11-14 10:16:00,0.0,12.0
1636852620000,UTC+0900,2021-11-14 10:17:00,0.0,7.0
1636852680000,UTC+0900,2021-11-14 10:18:00,0.0,15.0
1636852920000,UTC+0900,2021-11-14 10:22:00,0.0,10.0
1636865940000,UTC+0900,2021-11-14 13:59:00,114.0,0.0
1636866000000,UTC+0900,2021-11-14 14:00:00,84.0,0.0
1636866180000,UTC+0900,2021-11-14 14:03:00,52.0,0.0
1636866240000,UTC+0900,2021-11-14 14:04:00,115.0,0.0
1636866300000,UTC+0900,2021-11-14 14:05:00,44.0,0.0
1636866360000,UTC+0900,2021-11-14 14:06:00,37.0,32.0
1636866480000,UTC+0900,2021-11-14 14:08:00,10.0,7.0
1636872360000,UTC+0900,2021-11-14 15:46:00,0.0,10.0
1636873620000,UTC+0900,2021-11-14 16:07:00,0.0,10.0
1636879380000,UTC+0900,2021-11-14 17:43:00,0.0,11.0
1636879620000,UTC+0900,2021-11-14 17:47:00,0.0,10.0
1636881120000,UTC+0900,2021-11-14 18:12:00,25.0,24.0
1636881300000,UTC+0900,2021-11-14 18:15:00,16.0,0.0
1636881360000,UTC+0900,2021-11-14 18:16:00,21.0,21.0
1636881480000,UTC+0900,2021-11-14 18:18:00,93.0,82.0
1636881540000,UTC+0900,2021-11-14 18:19:00,100.0,101.0
1636881600000,UTC+0900,2021-11-14 18:20:00,103.0,103.0
1636881660000,UTC+0900,2021-11-14 18:21:00,102.0,104.0
1636881720000,UTC+0900,2021-11-14 18:22:00,109.0,108.0
1636881780000,UTC+0900,2021-11-14 18:23:00,35.0,26.0
1636881840000,UTC+0900,2021-11-14 18:24:00,27.0,15.0
1636881900000,UTC+0900,2021-11-14 18:25:00,36.0,43.0
1636882260000,UTC+0900,2021-11-14 18:31:00,0.0,36.0
1636882320000,UTC+0900,2021-11-14 18:32:00,23.0,34.0
1636882380000,UTC+0900,2021-11-14 18:33:00,0.0,26.0
1636882440000,UTC+0900,2021-11-14 18:34:00,25.0,36.0
1636882500000,UTC+0900,2021-11-14 18:35:00,7.0,18.0
1636882740000,UTC+0900,2021-11-14 18:39:00,28.0,39.0
1636882800000,UTC+0900,2021-11-14 18:40:00,0.0,11.0
1636882920000,UTC+0900,2021-11-14 18:42:00,0.0,30.0
1636882980000,UTC+0900,2021-11-14 18:43:00,40.0,55.0
1636883100000,UTC+0900,2021-11-14 18:45:00,84.0,83.0
1636883160000,UTC+0900,2021-11-14 18:46:00,90.0,100.0
1636883220000,UTC+0900,2021-11-14 18:47:00,102.0,103.0
1636883280000,UTC+0900,2021-11-14 18:48:00,103.0,102.0
1636883340000,UTC+0900,2021-11-14 18:49:00,103.0,102.0
1636883400000,UTC+0900,2021-11-14 18:50:00,47.0,47.0
1636883460000,UTC+0900,2021-11-14 18:51:00,6.0,0.0
1636883520000,UTC+0900,2021-11-14 18:52:00,36.0,33.0
1636885920000,UTC+0900,2021-11-14 19:32:00,0.0,16.0
1636885980000,UTC+0900,2021-11-14 19:33:00,0.0,11.0
1636886040000,UTC+0900,2021-11-14 19:34:00,0.0,16.0
1636887000000,UTC+0900,2021-11-14 19:50:00,0.0,10.0
1636889820000,UTC+0900,2021-11-14 20:37:00,0.0,10.0
