START,UTC,READABLE_START,PHONE_STEP,WEARABLE_STEP
1653074940000,UTC+0900,2022-05-21 04:29:00,19.0,0.0
1653091560000,UTC+0900,2022-05-21 09:06:00,20.0,0.0
1653093120000,UTC+0900,2022-05-21 09:32:00,11.0,0.0
1653093600000,UTC+0900,2022-05-21 09:40:00,0.0,0.0
1653093660000,UTC+0900,2022-05-21 09:41:00,17.0,0.0
1653094320000,UTC+0900,2022-05-21 09:52:00,0.0,22.0
1653094980000,UTC+0900,2022-05-21 10:03:00,0.0,28.0
1653096000000,UTC+0900,2022-05-21 10:20:00,8.0,28.0
1653096060000,UTC+0900,2022-05-21 10:21:00,0.0,3.0
1653098340000,UTC+0900,2022-05-21 10:59:00,0.0,11.0
1653098400000,UTC+0900,2022-05-21 11:00:00,0.0,14.0
1653098460000,UTC+0900,2022-05-21 11:01:00,0.0,29.0
1653098580000,UTC+0900,2022-05-21 11:03:00,0.0,85.0
1653098700000,UTC+0900,2022-05-21 11:05:00,0.0,21.0
1653098760000,UTC+0900,2022-05-21 11:06:00,0.0,11.0
1653098940000,UTC+0900,2022-05-21 11:09:00,0.0,13.0
1653099120000,UTC+0900,2022-05-21 11:12:00,17.0,11.0
1653099180000,UTC+0900,2022-05-21 11:13:00,45.0,45.0
1653099240000,UTC+0900,2022-05-21 11:14:00,104.0,99.0
1653099300000,UTC+0900,2022-05-21 11:15:00,111.0,90.0
1653099360000,UTC+0900,2022-05-21 11:16:00,111.0,107.0
1653099420000,UTC+0900,2022-05-21 11:17:00,39.0,41.0
1653099480000,UTC+0900,2022-05-21 11:18:00,17.0,15.0
1653099540000,UTC+0900,2022-05-21 11:19:00,46.0,44.0
1653099600000,UTC+0900,2022-05-21 11:20:00,8.0,0.0
1653099720000,UTC+0900,2022-05-21 11:22:00,7.0,11.0
1653099780000,UTC+0900,2022-05-21 11:23:00,13.0,0.0
1653099840000,UTC+0900,2022-05-21 11:24:00,60.0,70.0
1653100020000,UTC+0900,2022-05-21 11:27:00,9.0,0.0
1653100080000,UTC+0900,2022-05-21 11:28:00,25.0,31.0
1653100140000,UTC+0900,2022-05-21 11:29:00,6.0,0.0
1653100200000,UTC+0900,2022-05-21 11:30:00,34.0,13.0
1653100260000,UTC+0900,2022-05-21 11:31:00,21.0,0.0
1653100860000,UTC+0900,2022-05-21 11:41:00,30.0,0.0
1653100920000,UTC+0900,2022-05-21 11:42:00,35.0,26.0
1653101160000,UTC+0900,2022-05-21 11:46:00,12.0,15.0
1653101220000,UTC+0900,2022-05-21 11:47:00,66.0,61.0
1653101280000,UTC+0900,2022-05-21 11:48:00,0.0,8.0
1653101460000,UTC+0900,2022-05-21 11:51:00,0.0,15.0
1653101520000,UTC+0900,2022-05-21 11:52:00,63.0,70.0
1653101580000,UTC+0900,2022-05-21 11:53:00,99.0,100.0
1653101640000,UTC+0900,2022-05-21 11:54:00,51.0,52.0
1653101700000,UTC+0900,2022-05-21 11:55:00,113.0,110.0
1653101760000,UTC+0900,2022-05-21 11:56:00,107.0,109.0
1653101820000,UTC+0900,2022-05-21 11:57:00,113.0,112.0
1653101880000,UTC+0900,2022-05-21 11:58:00,107.0,104.0
1653101940000,UTC+0900,2022-05-21 11:59:00,90.0,99.0
1653102000000,UTC+0900,2022-05-21 12:00:00,61.0,62.0
1653102060000,UTC+0900,2022-05-21 12:01:00,19.0,23.0
1653102540000,UTC+0900,2022-05-21 12:09:00,18.0,0.0
1653102600000,UTC+0900,2022-05-21 12:10:00,9.0,0.0
1653103020000,UTC+0900,2022-05-21 12:17:00,49.0,11.0
1653103080000,UTC+0900,2022-05-21 12:18:00,113.0,115.0
1653103140000,UTC+0900,2022-05-21 12:19:00,115.0,115.0
1653103200000,UTC+0900,2022-05-21 12:20:00,72.0,74.0
1653103260000,UTC+0900,2022-05-21 12:21:00,17.0,0.0
1653103320000,UTC+0900,2022-05-21 12:22:00,120.0,127.0
1653103380000,UTC+0900,2022-05-21 12:23:00,115.0,114.0
1653103440000,UTC+0900,2022-05-21 12:24:00,32.0,38.0
1653106200000,UTC+0900,2022-05-21 13:10:00,21.0,10.0
1653106260000,UTC+0900,2022-05-21 13:11:00,100.0,107.0
1653106320000,UTC+0900,2022-05-21 13:12:00,70.0,72.0
1653106380000,UTC+0900,2022-05-21 13:13:00,2.0,20.0
1653106440000,UTC+0900,2022-05-21 13:14:00,0.0,16.0
1653108900000,UTC+0900,2022-05-21 13:55:00,0.0,21.0
1653108960000,UTC+0900,2022-05-21 13:56:00,0.0,17.0
1653109020000,UTC+0900,2022-05-21 13:57:00,0.0,17.0
1653111360000,UTC+0900,2022-05-21 14:36:00,0.0,11.0
1653112440000,UTC+0900,2022-05-21 14:54:00,13.0,0.0
1653112500000,UTC+0900,2022-05-21 14:55:00,10.0,0.0
1653112560000,UTC+0900,2022-05-21 14:56:00,84.0,74.0
1653112620000,UTC+0900,2022-05-21 14:57:00,117.0,121.0
1653112680000,UTC+0900,2022-05-21 14:58:00,61.0,54.0
1653112800000,UTC+0900,2022-05-21 15:00:00,8.0,0.0
1653112860000,UTC+0900,2022-05-21 15:01:00,2.0,0.0
1653112920000,UTC+0900,2022-05-21 15:02:00,33.0,27.0
1653112980000,UTC+0900,2022-05-21 15:03:00,45.0,20.0
1653113220000,UTC+0900,2022-05-21 15:07:00,16.0,22.0
1653113280000,UTC+0900,2022-05-21 15:08:00,1.0,15.0
1653113460000,UTC+0900,2022-05-21 15:11:00,127.0,137.0
1653113520000,UTC+0900,2022-05-21 15:12:00,112.0,137.0
1653113580000,UTC+0900,2022-05-21 15:13:00,85.0,85.0
