START,UTC,READABLE_START,PHONE_STEP,WEARABLE_STEP
1635293880000,UTC+0900,2021-10-27 09:18:00,17.0,0.0
1635294540000,UTC+0900,2021-10-27 09:29:00,6.0,0.0
1635295440000,UTC+0900,2021-10-27 09:44:00,15.0,0.0
1635295680000,UTC+0900,2021-10-27 09:48:00,0.0,31.0
1635295740000,UTC+0900,2021-10-27 09:49:00,0.0,14.0
1635295800000,UTC+0900,2021-10-27 09:50:00,17.0,42.0
1635295860000,UTC+0900,2021-10-27 09:51:00,34.0,0.0
1635295920000,UTC+0900,2021-10-27 09:52:00,57.0,53.0
1635295980000,UTC+0900,2021-10-27 09:53:00,128.0,130.0
1635296040000,UTC+0900,2021-10-27 09:54:00,135.0,135.0
1635296100000,UTC+0900,2021-10-27 09:55:00,129.0,128.0
1635296160000,UTC+0900,2021-10-27 09:56:00,140.0,137.0
1635296220000,UTC+0900,2021-10-27 09:57:00,134.0,135.0
1635296280000,UTC+0900,2021-10-27 09:58:00,133.0,136.0
1635296340000,UTC+0900,2021-10-27 09:59:00,102.0,136.0
1635296400000,UTC+0900,2021-10-27 10:00:00,80.0,95.0
1635296460000,UTC+0900,2021-10-27 10:01:00,78.0,37.0
1635296520000,UTC+0900,2021-10-27 10:02:00,31.0,20.0
1635296940000,UTC+0900,2021-10-27 10:09:00,0.0,13.0
1635297000000,UTC+0900,2021-10-27 10:10:00,39.0,15.0
1635297060000,UTC+0900,2021-10-27 10:11:00,53.0,29.0
1635297120000,UTC+0900,2021-10-27 10:12:00,0.0,17.0
1635297240000,UTC+0900,2021-10-27 10:14:00,13.0,0.0
1635297300000,UTC+0900,2021-10-27 10:15:00,0.0,10.0
1635297360000,UTC+0900,2021-10-27 10:16:00,0.0,10.0
1635297540000,UTC+0900,2021-10-27 10:19:00,0.0,12.0
1635297600000,UTC+0900,2021-10-27 10:20:00,48.0,38.0
1635297660000,UTC+0900,2021-10-27 10:21:00,7.0,0.0
1635297720000,UTC+0900,2021-10-27 10:22:00,99.0,94.0
1635297780000,UTC+0900,2021-10-27 10:23:00,97.0,89.0
1635297840000,UTC+0900,2021-10-27 10:24:00,0.0,45.0
1635297900000,UTC+0900,2021-10-27 10:25:00,7.0,0.0
1635297960000,UTC+0900,2021-10-27 10:26:00,50.0,40.0
1635298020000,UTC+0900,2021-10-27 10:27:00,60.0,72.0
1635298080000,UTC+0900,2021-10-27 10:28:00,68.0,15.0
1635298140000,UTC+0900,2021-10-27 10:29:00,44.0,33.0
1635298200000,UTC+0900,2021-10-27 10:30:00,62.0,53.0
1635298260000,UTC+0900,2021-10-27 10:31:00,8.0,17.0
1635298320000,UTC+0900,2021-10-27 10:32:00,0.0,11.0
1635298560000,UTC+0900,2021-10-27 10:36:00,31.0,10.0
1635298620000,UTC+0900,2021-10-27 10:37:00,65.0,67.0
1635298680000,UTC+0900,2021-10-27 10:38:00,107.0,26.0
1635298740000,UTC+0900,2021-10-27 10:39:00,93.0,97.0
1635298800000,UTC+0900,2021-10-27 10:40:00,36.0,59.0
1635299580000,UTC+0900,2021-10-27 10:53:00,0.0,11.0
1635299880000,UTC+0900,2021-10-27 10:58:00,0.0,29.0
1635299940000,UTC+0900,2021-10-27 10:59:00,0.0,20.0
1635300120000,UTC+0900,2021-10-27 11:02:00,0.0,16.0
1635300420000,UTC+0900,2021-10-27 11:07:00,0.0,13.0
1635300600000,UTC+0900,2021-10-27 11:10:00,0.0,10.0
1635300660000,UTC+0900,2021-10-27 11:11:00,0.0,17.0
1635300900000,UTC+0900,2021-10-27 11:15:00,0.0,12.0
1635301020000,UTC+0900,2021-10-27 11:17:00,0.0,11.0
1635302820000,UTC+0900,2021-10-27 11:47:00,67.0,67.0
1635302880000,UTC+0900,2021-10-27 11:48:00,37.0,58.0
1635302940000,UTC+0900,2021-10-27 11:49:00,43.0,50.0
1635303540000,UTC+0900,2021-10-27 11:59:00,23.0,11.0
1635303600000,UTC+0900,2021-10-27 12:00:00,19.0,0.0
1635303660000,UTC+0900,2021-10-27 12:01:00,22.0,45.0
1635303720000,UTC+0900,2021-10-27 12:02:00,69.0,48.0
1635303780000,UTC+0900,2021-10-27 12:03:00,33.0,33.0
1635304320000,UTC+0900,2021-10-27 12:12:00,17.0,0.0
1635304380000,UTC+0900,2021-10-27 12:13:00,29.0,0.0
1635305100000,UTC+0900,2021-10-27 12:25:00,12.0,0.0
1635305160000,UTC+0900,2021-10-27 12:26:00,29.0,17.0
1635305220000,UTC+0900,2021-10-27 12:27:00,73.0,34.0
1635305280000,UTC+0900,2021-10-27 12:28:00,87.0,97.0
1635305340000,UTC+0900,2021-10-27 12:29:00,103.0,126.0
1635305400000,UTC+0900,2021-10-27 12:30:00,111.0,126.0
1635305460000,UTC+0900,2021-10-27 12:31:00,115.0,127.0
1635305520000,UTC+0900,2021-10-27 12:32:00,123.0,124.0
1635305580000,UTC+0900,2021-10-27 12:33:00,101.0,126.0
1635305640000,UTC+0900,2021-10-27 12:34:00,90.0,121.0
1635305700000,UTC+0900,2021-10-27 12:35:00,97.0,100.0
1635305760000,UTC+0900,2021-10-27 12:36:00,51.0,48.0
1635305820000,UTC+0900,2021-10-27 12:37:00,8.0,0.0
1635306000000,UTC+0900,2021-10-27 12:40:00,0.0,10.0
1635306180000,UTC+0900,2021-10-27 12:43:00,7.0,31.0
1635306240000,UTC+0900,2021-10-27 12:44:00,38.0,0.0
1635310920000,UTC+0900,2021-10-27 14:02:00,29.0,0.0
1635310980000,UTC+0900,2021-10-27 14:03:00,38.0,0.0
1635311040000,UTC+0900,2021-10-27 14:04:00,25.0,0.0
1635311220000,UTC+0900,2021-10-27 14:07:00,12.0,12.0
1635312180000,UTC+0900,2021-10-27 14:23:00,6.0,0.0
1635314220000,UTC+0900,2021-10-27 14:57:00,39.0,0.0
1635314280000,UTC+0900,2021-10-27 14:58:00,7.0,0.0
1635314340000,UTC+0900,2021-10-27 14:59:00,11.0,0.0
1635314520000,UTC+0900,2021-10-27 15:02:00,25.0,0.0
1635314580000,UTC+0900,2021-10-27 15:03:00,24.0,0.0
1635314640000,UTC+0900,2021-10-27 15:04:00,44.0,0.0
1635314700000,UTC+0900,2021-10-27 15:05:00,18.0,0.0
1635319020000,UTC+0900,2021-10-27 16:17:00,27.0,0.0
1635319080000,UTC+0900,2021-10-27 16:18:00,9.0,9.0
