START,UTC,READABLE_START,PHONE_STEP,WEARABLE_STEP
1636583040000,UTC+0900,2021-11-11 07:24:00,24.0,0.0
1636583940000,UTC+0900,2021-11-11 07:39:00,0.0,14.0
1636584000000,UTC+0900,2021-11-11 07:40:00,0.0,19.0
1636584120000,UTC+0900,2021-11-11 07:42:00,0.0,11.0
1636584180000,UTC+0900,2021-11-11 07:43:00,0.0,10.0
1636584420000,UTC+0900,2021-11-11 07:47:00,0.0,7.0
1636584540000,UTC+0900,2021-11-11 07:49:00,18.0,45.0
1636584600000,UTC+0900,2021-11-11 07:50:00,0.0,23.0
1636585380000,UTC+0900,2021-11-11 08:03:00,0.0,49.0
1636585440000,UTC+0900,2021-11-11 08:04:00,0.0,79.0
1636585500000,UTC+0900,2021-11-11 08:05:00,0.0,42.0
1636585560000,UTC+0900,2021-11-11 08:06:00,0.0,54.0
1636585620000,UTC+0900,2021-11-11 08:07:00,0.0,11.0
1636585680000,UTC+0900,2021-11-11 08:08:00,23.0,32.0
1636585740000,UTC+0900,2021-11-11 08:09:00,96.0,78.0
1636585800000,UTC+0900,2021-11-11 08:10:00,108.0,109.0
1636585860000,UTC+0900,2021-11-11 08:11:00,13.0,14.0
1636588140000,UTC+0900,2021-11-11 08:49:00,0.0,23.0
1636588200000,UTC+0900,2021-11-11 08:50:00,30.0,33.0
1636588260000,UTC+0900,2021-11-11 08:51:00,0.0,1.0
1636591680000,UTC+0900,2021-11-11 09:48:00,0.0,11.0
1636594020000,UTC+0900,2021-11-11 10:27:00,17.0,26.0
1636594080000,UTC+0900,2021-11-11 10:28:00,0.0,17.0
1636594200000,UTC+0900,2021-11-11 10:30:00,26.0,27.0
1636594800000,UTC+0900,2021-11-11 10:40:00,11.0,0.0
1636594860000,UTC+0900,2021-11-11 10:41:00,8.0,0.0
1636595100000,UTC+0900,2021-11-11 10:45:00,13.0,0.0
1636595220000,UTC+0900,2021-11-11 10:47:00,7.0,0.0
1636600980000,UTC+0900,2021-11-11 12:23:00,0.0,17.0
1636601040000,UTC+0900,2021-11-11 12:24:00,16.0,27.0
1636601100000,UTC+0900,2021-11-11 12:25:00,7.0,31.0
1636601160000,UTC+0900,2021-11-11 12:26:00,0.0,11.0
1636601220000,UTC+0900,2021-11-11 12:27:00,0.0,33.0
1636601280000,UTC+0900,2021-11-11 12:28:00,37.0,24.0
1636602300000,UTC+0900,2021-11-11 12:45:00,0.0,10.0
1636602360000,UTC+0900,2021-11-11 12:46:00,29.0,19.0
1636602600000,UTC+0900,2021-11-11 12:50:00,0.0,63.0
1636602660000,UTC+0900,2021-11-11 12:51:00,0.0,13.0
1636602720000,UTC+0900,2021-11-11 12:52:00,0.0,42.0
1636602780000,UTC+0900,2021-11-11 12:53:00,0.0,14.0
1636605720000,UTC+0900,2021-11-11 13:42:00,0.0,11.0
1636605780000,UTC+0900,2021-11-11 13:43:00,28.0,36.0
1636608480000,UTC+0900,2021-11-11 14:28:00,11.0,0.0
1636608540000,UTC+0900,2021-11-11 14:29:00,23.0,60.0
1636608600000,UTC+0900,2021-11-11 14:30:00,15.0,41.0
1636608660000,UTC+0900,2021-11-11 14:31:00,20.0,41.0
1636608720000,UTC+0900,2021-11-11 14:32:00,0.0,22.0
1636608780000,UTC+0900,2021-11-11 14:33:00,0.0,13.0
1636608840000,UTC+0900,2021-11-11 14:34:00,0.0,35.0
1636608900000,UTC+0900,2021-11-11 14:35:00,0.0,20.0
1636608960000,UTC+0900,2021-11-11 14:36:00,53.0,104.0
1636609020000,UTC+0900,2021-11-11 14:37:00,35.0,72.0
1636609200000,UTC+0900,2021-11-11 14:40:00,29.0,85.0
1636609260000,UTC+0900,2021-11-11 14:41:00,50.0,65.0
