START,UTC,READABLE_START,PHONE_STEP,WEARABLE_STEP
1635203160000,UTC+0900,2021-10-26 08:06:00,19.0,0.0
1635206340000,UTC+0900,2021-10-26 08:59:00,28.0,20.0
1635206400000,UTC+0900,2021-10-26 09:00:00,20.0,25.0
1635206460000,UTC+0900,2021-10-26 09:01:00,45.0,35.0
1635206580000,UTC+0900,2021-10-26 09:03:00,0.0,10.0
1635207300000,UTC+0900,2021-10-26 09:15:00,35.0,16.0
1635207360000,UTC+0900,2021-10-26 09:16:00,41.0,19.0
1635207420000,UTC+0900,2021-10-26 09:17:00,0.0,2.0
1635207480000,UTC+0900,2021-10-26 09:18:00,74.0,71.0
1635207540000,UTC+0900,2021-10-26 09:19:00,0.0,20.0
1635207600000,UTC+0900,2021-10-26 09:20:00,0.0,24.0
1635215460000,UTC+0900,2021-10-26 11:31:00,11.0,12.0
1635215520000,UTC+0900,2021-10-26 11:32:00,82.0,71.0
1635215580000,UTC+0900,2021-10-26 11:33:00,24.0,11.0
1635215640000,UTC+0900,2021-10-26 11:34:00,89.0,97.0
1635215700000,UTC+0900,2021-10-26 11:35:00,102.0,101.0
1635215760000,UTC+0900,2021-10-26 11:36:00,102.0,101.0
1635215820000,UTC+0900,2021-10-26 11:37:00,106.0,105.0
1635215880000,UTC+0900,2021-10-26 11:38:00,110.0,109.0
1635215940000,UTC+0900,2021-10-26 11:39:00,100.0,107.0
1635216000000,UTC+0900,2021-10-26 11:40:00,4.0,5.0
1635216060000,UTC+0900,2021-10-26 11:41:00,7.0,0.0
1635216360000,UTC+0900,2021-10-26 11:46:00,17.0,0.0
1635216420000,UTC+0900,2021-10-26 11:47:00,43.0,22.0
1635216480000,UTC+0900,2021-10-26 11:48:00,0.0,13.0
1635217320000,UTC+0900,2021-10-26 12:02:00,61.0,34.0
1635217380000,UTC+0900,2021-10-26 12:03:00,70.0,57.0
1635217440000,UTC+0900,2021-10-26 12:04:00,92.0,90.0
1635217500000,UTC+0900,2021-10-26 12:05:00,110.0,109.0
1635217560000,UTC+0900,2021-10-26 12:06:00,105.0,94.0
1635217620000,UTC+0900,2021-10-26 12:07:00,109.0,99.0
1635217680000,UTC+0900,2021-10-26 12:08:00,115.0,109.0
1635217740000,UTC+0900,2021-10-26 12:09:00,111.0,104.0
1635217800000,UTC+0900,2021-10-26 12:10:00,104.0,104.0
1635217860000,UTC+0900,2021-10-26 12:11:00,0.0,24.0
1635217980000,UTC+0900,2021-10-26 12:13:00,0.0,11.0
1635218040000,UTC+0900,2021-10-26 12:14:00,0.0,17.0
1635218100000,UTC+0900,2021-10-26 12:15:00,20.0,21.0
1635218460000,UTC+0900,2021-10-26 12:21:00,23.0,17.0
1635218520000,UTC+0900,2021-10-26 12:22:00,27.0,16.0
1635219060000,UTC+0900,2021-10-26 12:31:00,6.0,0.0
1635219120000,UTC+0900,2021-10-26 12:32:00,60.0,38.0
1635219180000,UTC+0900,2021-10-26 12:33:00,108.0,108.0
1635219240000,UTC+0900,2021-10-26 12:34:00,102.0,101.0
1635219300000,UTC+0900,2021-10-26 12:35:00,103.0,102.0
1635219360000,UTC+0900,2021-10-26 12:36:00,93.0,92.0
1635219420000,UTC+0900,2021-10-26 12:37:00,89.0,85.0
1635219480000,UTC+0900,2021-10-26 12:38:00,94.0,93.0
1635219540000,UTC+0900,2021-10-26 12:39:00,95.0,96.0
1635219600000,UTC+0900,2021-10-26 12:40:00,100.0,101.0
1635219660000,UTC+0900,2021-10-26 12:41:00,102.0,102.0
1635219720000,UTC+0900,2021-10-26 12:42:00,104.0,104.0
1635219780000,UTC+0900,2021-10-26 12:43:00,105.0,103.0
1635219840000,UTC+0900,2021-10-26 12:44:00,88.0,87.0
1635219900000,UTC+0900,2021-10-26 12:45:00,24.0,16.0
1635219960000,UTC+0900,2021-10-26 12:46:00,52.0,43.0
1635220020000,UTC+0900,2021-10-26 12:47:00,42.0,56.0
1635220080000,UTC+0900,2021-10-26 12:48:00,9.0,0.0
1635220140000,UTC+0900,2021-10-26 12:49:00,0.0,10.0
1635229380000,UTC+0900,2021-10-26 15:23:00,12.0,0.0
