START,UTC,READABLE_START,PHONE_STEP,WEARABLE_STEP
1626223260000,UTC+0900,2021-07-14 09:41:00,8.0,0.0
1626223320000,UTC+0900,2021-07-14 09:42:00,75.0,0.0
1626223380000,UTC+0900,2021-07-14 09:43:00,44.0,83.0
1626223440000,UTC+0900,2021-07-14 09:44:00,72.0,25.0
1626223500000,UTC+0900,2021-07-14 09:45:00,104.0,80.0
1626223560000,UTC+0900,2021-07-14 09:46:00,83.0,111.0
1626223620000,UTC+0900,2021-07-14 09:47:00,106.0,93.0
1626223680000,UTC+0900,2021-07-14 09:48:00,101.0,113.0
1626223740000,UTC+0900,2021-07-14 09:49:00,108.0,74.0
1626223800000,UTC+0900,2021-07-14 09:50:00,86.0,108.0
1626223860000,UTC+0900,2021-07-14 09:51:00,7.0,9.0
1626225300000,UTC+0900,2021-07-14 10:15:00,36.0,10.0
1626225360000,UTC+0900,2021-07-14 10:16:00,103.0,75.0
1626225420000,UTC+0900,2021-07-14 10:17:00,51.0,71.0
1626225480000,UTC+0900,2021-07-14 10:18:00,2.0,0.0
1626226080000,UTC+0900,2021-07-14 10:28:00,32.0,13.0
1626226140000,UTC+0900,2021-07-14 10:29:00,20.0,29.0
1626226200000,UTC+0900,2021-07-14 10:30:00,0.0,7.0
1626226320000,UTC+0900,2021-07-14 10:32:00,0.0,10.0
1626227100000,UTC+0900,2021-07-14 10:45:00,47.0,25.0
1626227160000,UTC+0900,2021-07-14 10:46:00,10.0,31.0
1626228000000,UTC+0900,2021-07-14 11:00:00,102.0,33.0
1626228060000,UTC+0900,2021-07-14 11:01:00,91.0,107.0
1626228120000,UTC+0900,2021-07-14 11:02:00,42.0,99.0
1626228360000,UTC+0900,2021-07-14 11:06:00,11.0,0.0
1626229200000,UTC+0900,2021-07-14 11:20:00,0.0,11.0
1626231660000,UTC+0900,2021-07-14 12:01:00,43.0,0.0
1626231720000,UTC+0900,2021-07-14 12:02:00,0.0,12.0
1626232080000,UTC+0900,2021-07-14 12:08:00,34.0,0.0
1626232140000,UTC+0900,2021-07-14 12:09:00,0.0,20.0
1626236760000,UTC+0900,2021-07-14 13:26:00,0.0,12.0
1626237600000,UTC+0900,2021-07-14 13:40:00,0.0,14.0
1626237660000,UTC+0900,2021-07-14 13:41:00,0.0,61.0
1626237720000,UTC+0900,2021-07-14 13:42:00,0.0,32.0
1626237780000,UTC+0900,2021-07-14 13:43:00,0.0,9.0
1626237900000,UTC+0900,2021-07-14 13:45:00,0.0,10.0
1626238260000,UTC+0900,2021-07-14 13:51:00,0.0,22.0
1626242760000,UTC+0900,2021-07-14 15:06:00,36.0,20.0
1626243060000,UTC+0900,2021-07-14 15:11:00,46.0,36.0
1626243120000,UTC+0900,2021-07-14 15:12:00,0.0,11.0
1626245760000,UTC+0900,2021-07-14 15:56:00,7.0,0.0
1626246840000,UTC+0900,2021-07-14 16:14:00,37.0,0.0
1626246900000,UTC+0900,2021-07-14 16:15:00,31.0,26.0
1626246960000,UTC+0900,2021-07-14 16:16:00,20.0,19.0
1626247320000,UTC+0900,2021-07-14 16:22:00,51.0,0.0
1626247380000,UTC+0900,2021-07-14 16:23:00,6.0,10.0
1626247440000,UTC+0900,2021-07-14 16:24:00,56.0,25.0
1626247500000,UTC+0900,2021-07-14 16:25:00,7.0,18.0
1626247560000,UTC+0900,2021-07-14 16:26:00,27.0,0.0
1626247620000,UTC+0900,2021-07-14 16:27:00,41.0,11.0
1626247680000,UTC+0900,2021-07-14 16:28:00,38.0,3.0
1626247740000,UTC+0900,2021-07-14 16:29:00,0.0,26.0
1626247920000,UTC+0900,2021-07-14 16:32:00,0.0,15.0
1626248340000,UTC+0900,2021-07-14 16:39:00,41.0,0.0
1626248400000,UTC+0900,2021-07-14 16:40:00,56.0,34.0
1626248940000,UTC+0900,2021-07-14 16:49:00,15.0,13.0
1626249000000,UTC+0900,2021-07-14 16:50:00,13.0,18.0
1626249060000,UTC+0900,2021-07-14 16:51:00,56.0,11.0
1626249120000,UTC+0900,2021-07-14 16:52:00,20.0,13.0
1626249180000,UTC+0900,2021-07-14 16:53:00,29.0,19.0
1626249240000,UTC+0900,2021-07-14 16:54:00,9.0,0.0
1626249360000,UTC+0900,2021-07-14 16:56:00,6.0,0.0
1626249540000,UTC+0900,2021-07-14 16:59:00,87.0,58.0
1626249600000,UTC+0900,2021-07-14 17:00:00,107.0,79.0
1626249660000,UTC+0900,2021-07-14 17:01:00,0.0,57.0
1626249780000,UTC+0900,2021-07-14 17:03:00,89.0,42.0
1626249840000,UTC+0900,2021-07-14 17:04:00,4.0,41.0
1626249900000,UTC+0900,2021-07-14 17:05:00,19.0,22.0
1626249960000,UTC+0900,2021-07-14 17:06:00,0.0,35.0
1626251700000,UTC+0900,2021-07-14 17:35:00,76.0,31.0
1626251760000,UTC+0900,2021-07-14 17:36:00,3.0,36.0
1626251820000,UTC+0900,2021-07-14 17:37:00,8.0,0.0
1626251880000,UTC+0900,2021-07-14 17:38:00,70.0,0.0
1626251940000,UTC+0900,2021-07-14 17:39:00,21.0,91.0
1626252180000,UTC+0900,2021-07-14 17:43:00,33.0,0.0
1626252240000,UTC+0900,2021-07-14 17:44:00,79.0,79.0
1626252300000,UTC+0900,2021-07-14 17:45:00,101.0,92.0
1626252360000,UTC+0900,2021-07-14 17:46:00,22.0,65.0
1626257640000,UTC+0900,2021-07-14 19:14:00,0.0,25.0
