START,UTC,READABLE_START,PHONE_STEP,WEARABLE_STEP
1650398520000,UTC+0900,2022-04-20 05:02:00,6.0,0.0
1650398580000,UTC+0900,2022-04-20 05:03:00,5.0,0.0
1650400140000,UTC+0900,2022-04-20 05:29:00,8.0,0.0
1650400860000,UTC+0900,2022-04-20 05:41:00,0.0,48.0
1650400920000,UTC+0900,2022-04-20 05:42:00,0.0,38.0
1650401040000,UTC+0900,2022-04-20 05:44:00,0.0,31.0
1650401100000,UTC+0900,2022-04-20 05:45:00,0.0,12.0
1650401160000,UTC+0900,2022-04-20 05:46:00,0.0,57.0
1650401220000,UTC+0900,2022-04-20 05:47:00,0.0,71.0
1650401280000,UTC+0900,2022-04-20 05:48:00,0.0,33.0
1650401340000,UTC+0900,2022-04-20 05:49:00,6.0,9.0
1650401400000,UTC+0900,2022-04-20 05:50:00,22.0,0.0
1650401460000,UTC+0900,2022-04-20 05:51:00,9.0,10.0
1650401700000,UTC+0900,2022-04-20 05:55:00,0.0,11.0
1650401760000,UTC+0900,2022-04-20 05:56:00,11.0,56.0
1650401820000,UTC+0900,2022-04-20 05:57:00,41.0,55.0
1650401880000,UTC+0900,2022-04-20 05:58:00,0.0,58.0
1650401940000,UTC+0900,2022-04-20 05:59:00,34.0,69.0
1650402000000,UTC+0900,2022-04-20 06:00:00,0.0,19.0
1650402240000,UTC+0900,2022-04-20 06:04:00,0.0,31.0
1650402780000,UTC+0900,2022-04-20 06:13:00,18.0,17.0
1650402840000,UTC+0900,2022-04-20 06:14:00,16.0,72.0
1650402900000,UTC+0900,2022-04-20 06:15:00,0.0,14.0
1650402960000,UTC+0900,2022-04-20 06:16:00,0.0,72.0
1650403440000,UTC+0900,2022-04-20 06:24:00,14.0,0.0
1650403680000,UTC+0900,2022-04-20 06:28:00,36.0,27.0
1650403740000,UTC+0900,2022-04-20 06:29:00,33.0,29.0
1650404280000,UTC+0900,2022-04-20 06:38:00,15.0,25.0
1650404340000,UTC+0900,2022-04-20 06:39:00,67.0,67.0
1650404400000,UTC+0900,2022-04-20 06:40:00,16.0,30.0
1650404700000,UTC+0900,2022-04-20 06:45:00,41.0,23.0
1650404760000,UTC+0900,2022-04-20 06:46:00,21.0,42.0
1650404940000,UTC+0900,2022-04-20 06:49:00,28.0,32.0
1650405000000,UTC+0900,2022-04-20 06:50:00,18.0,37.0
1650405060000,UTC+0900,2022-04-20 06:51:00,30.0,28.0
1650406200000,UTC+0900,2022-04-20 07:10:00,0.0,13.0
1650408600000,UTC+0900,2022-04-20 07:50:00,0.0,11.0
1650408660000,UTC+0900,2022-04-20 07:51:00,0.0,11.0
1650408720000,UTC+0900,2022-04-20 07:52:00,22.0,8.0
1650408780000,UTC+0900,2022-04-20 07:53:00,116.0,63.0
1650408840000,UTC+0900,2022-04-20 07:54:00,52.0,37.0
1650409140000,UTC+0900,2022-04-20 07:59:00,6.0,11.0
1650409260000,UTC+0900,2022-04-20 08:01:00,8.0,0.0
1650409380000,UTC+0900,2022-04-20 08:03:00,8.0,0.0
1650409560000,UTC+0900,2022-04-20 08:06:00,73.0,69.0
1650409620000,UTC+0900,2022-04-20 08:07:00,48.0,57.0
1650409680000,UTC+0900,2022-04-20 08:08:00,0.0,31.0
1650409740000,UTC+0900,2022-04-20 08:09:00,0.0,30.0
1650409800000,UTC+0900,2022-04-20 08:10:00,80.0,106.0
1650409860000,UTC+0900,2022-04-20 08:11:00,42.0,43.0
1650409980000,UTC+0900,2022-04-20 08:13:00,71.0,63.0
1650410040000,UTC+0900,2022-04-20 08:14:00,95.0,97.0
1650410100000,UTC+0900,2022-04-20 08:15:00,75.0,65.0
1650410160000,UTC+0900,2022-04-20 08:16:00,33.0,34.0
1650410220000,UTC+0900,2022-04-20 08:17:00,0.0,13.0
1650410280000,UTC+0900,2022-04-20 08:18:00,26.0,26.0
1650410340000,UTC+0900,2022-04-20 08:19:00,25.0,10.0
1650411960000,UTC+0900,2022-04-20 08:46:00,27.0,12.0
1650412020000,UTC+0900,2022-04-20 08:47:00,106.0,97.0
1650412080000,UTC+0900,2022-04-20 08:48:00,32.0,26.0
1650412140000,UTC+0900,2022-04-20 08:49:00,0.0,9.0
1650412200000,UTC+0900,2022-04-20 08:50:00,60.0,57.0
1650412320000,UTC+0900,2022-04-20 08:52:00,13.0,15.0
1650412380000,UTC+0900,2022-04-20 08:53:00,0.0,11.0
1650412440000,UTC+0900,2022-04-20 08:54:00,41.0,35.0
1650412500000,UTC+0900,2022-04-20 08:55:00,8.0,17.0
1650412740000,UTC+0900,2022-04-20 08:59:00,21.0,22.0
1650413220000,UTC+0900,2022-04-20 09:07:00,0.0,12.0
1650413580000,UTC+0900,2022-04-20 09:13:00,0.0,12.0
1650416880000,UTC+0900,2022-04-20 10:08:00,0.0,12.0
1650417060000,UTC+0900,2022-04-20 10:11:00,54.0,40.0
1650417300000,UTC+0900,2022-04-20 10:15:00,48.0,48.0
1650417360000,UTC+0900,2022-04-20 10:16:00,80.0,88.0
1650417720000,UTC+0900,2022-04-20 10:22:00,7.0,0.0
1650417780000,UTC+0900,2022-04-20 10:23:00,27.0,20.0
1650417840000,UTC+0900,2022-04-20 10:24:00,39.0,0.0
1650417900000,UTC+0900,2022-04-20 10:25:00,83.0,88.0
1650417960000,UTC+0900,2022-04-20 10:26:00,71.0,65.0
1650418020000,UTC+0900,2022-04-20 10:27:00,106.0,99.0
1650418080000,UTC+0900,2022-04-20 10:28:00,128.0,113.0
1650418140000,UTC+0900,2022-04-20 10:29:00,129.0,115.0
